iter;T;amounts;Components;phases;ellapsed_time;possible_phases;P;Error
18;2604;[0.5177327944484245, 0.15393307462336048, 0.07458434208015506, 0.05330558327893916, 0.050395211738495246, 0.0500145196171058, 0.050026486477799975, 0.05000798773571978];9095160185751809;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;17.392941500002053;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
19;2237;[0.07552704942150237, 0.20905733992332154, 0.11019705719051075, 0.2680606089315631, 0.14725518640911814, 0.05166572548659255, 0.08672578654444024, 0.051511246092951345];9095160185751809;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;17.68635929998709;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
20;1273;[0.08160749309765838, 0.32107653375459994, 0.13040042608827068, 0.13154531489076066, 0.0964238604713055, 0.12220589256850627, 0.05583757147854227, 0.060902907650356365];9095160185751809;60844839774924148238142269859916978064086378861245946452124291876094083487493813592182880885828334200076019601329865819638464125389875266971571530407936572511302591461117381744353434109106698376711681776276567807289139370959149632245741464820012986285568798039093374059386864023313035894030332429052632266574189181740090434491863390151825644663469458081607023945665205151951926800113916856906462302651039700280414555639422180520886272;17.45237429998815;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
21;702;[0.6335355347805904, 0.053761756519242254, 0.05382819838606988, 0.056628109333569106, 0.05176784799037761, 0.050165600830397755, 0.05025544516287738, 0.05005750699687554];9095160185751809;60844839774924148238142269859916978064086378861245946452124291876094083487493813584164901576685883110237789691766132795311414746409602853864360379992349942981937430307869551642111755346684327171787104027601236664177841032918621799212054334896170384967660704293887870860111688957362049700976663025118858858749586640276373656501306795825113557988044407900000897097661666455278799686436413988215602428745558445492524219480346162381193728;17.413532999984454;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
22;665;[0.162809972045257, 0.15299760922669384, 0.36660281980825293, 0.10011614021496565, 0.0633078538337741, 0.05365447513669101, 0.050459512961673156, 0.05005161677269231];9095160185751809;9589635015320762235099842744362893373845154945204585924102187463038736469356527976992133023921661453073871251365754296183157953619543439930450843306462702630851434039151604789204641020252893086434574905592826872284531014735287992737380495803211199290879170086986020099837002240441313485607605158745363353997132017296497885270126674111331185554436492534461906295119246431186752415905945710499001745539149832505152254453410926259216522119316169413553194835372711901202063742176800331911640880899928192676562697005203802295141868111429766157774551515136;17.428928199980874;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
23;951;[0.08982137953366008, 0.4478057636800973, 0.11568080469003834, 0.12582190348188507, 0.061178488666377026, 0.05576796290340228, 0.05076008286578912, 0.053163614178750845];9095160185751809;60844839774924148238142269859916978064086378861245946452124291876098597208572428370374924231344637132313997267558603696682257584041601409632125256156001277168466636395919534060310469885153577978966827870388972064758939069798220220090128122978773899729698448061571550973647340761160896598792740542052201973405461231406117249528839856640772512034644735517957423604099456422457280263767895187814050895257674915718942231110615171130720256;17.471808100002818;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
24;1122;[0.552247267180734, 0.07440363878321525, 0.08350805853410764, 0.08663154757387746, 0.05230468045008711, 0.05026468091961174, 0.05057759675060317, 0.05006252980776361];9095160185751809;60844839774924148238142269859916978064086378861245946452124291876094083487493813584164901576685883110237789691766132795311414746409602853864360379992349942981937430307869551642111344779357751914743277479914763501693238046065849560737392262273238053554079965059859496864876827084971894403052499445131872305353773236347996076607974926011673885421965217915302800234777103815542550792878403688347787488329052255493814435908352561437999104;17.656194099981803;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
25;2902;[0.603873538947309, 0.08144018771883926, 0.05356028146461708, 0.05545260659981996, 0.05254403115778738, 0.05303404569969914, 0.050059183418140356, 0.050036124993787796];9095160185751809;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;17.411749300023075;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
26;1710;[0.14875768967732828, 0.49893818795896094, 0.08966022078379318, 0.05915718126793675, 0.05117911572207376, 0.05114312322422324, 0.05029551441370508, 0.05086896695197875];9095160185751809;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;17.295363100012764;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
27;1177;[0.5644771476505014, 0.1055020064060709, 0.07048759550568273, 0.05262186580331772, 0.052916436469231914, 0.0500843278504112, 0.053215674709069315, 0.0506949456057149];9095160185751809;60844839774924148238142269859916978064086376132868969214020058943883883110962974149405595029202818624664401707562701600298052784289106640385969268660578374550896923843415961041604959899930074676067703403931757392365459723700473547051234007089763713500482094781632194697928382983953931480869193529247006114344828999973318810960937696388831554208946826517450759014708359792707878034465854166140020292206073354534068487994101098119954432;17.306612699991092;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
28;336;[0.33468269875527706, 0.09175060997520093, 0.09742079238871196, 0.2312919858719047, 0.0600871699014606, 0.07128663255762555, 0.06292339780508087, 0.05055671274473834];9095160185751809;9589635015320762235099842744362893373845154945204585924102187463038736469356527976992133023921661453073871251365754296183157953619543439930450843306462702630851434039151604789204641038307777400893719745683445507300619319565591162620985979174561727285102241146490674705173748357265665685537277953603517231000360736191869036211728998503478703948120004834398256817835929333791521896529131526484209983858334588982921569549440914736915053552647252457607316651480750282858128864422438437945267114898037587977204333317710898476268351432075347606619295842304;17.391856300004292;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
29;2932;[0.2155862922650626, 0.43933169869206495, 0.08869706897646097, 0.05309552734637908, 0.05079615102039222, 0.050861844409525285, 0.05103636858920134, 0.05059504870091342];9095160185751809;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;18.228461600025184;7002032684634480783156878024404899086256531308257378915902384968775363018857952300590152319932072140280818594277942016373740353346704851904530801124685203053388631457453061843881586818128771203825427246951583207180975486933502655893826025059643190518981348787458853279956008892604258855940780692517698392289835596790769630177335588442525071091233544455904365608595921915493660722627415902969479266098221465844119867716400573557225664682039787450341354068265225583408316482746856027548852325329452310360309665489488985207858418983753375938764583781746051167190103697869040836591748640;101325;
0;2732;[0.41548888154874053, 0.12001347928207852, 0.06778929863994429, 0.059369183058251285, 0.18579879649547404, 0.05102442613966085, 0.05049514540014858, 0.050020789435701846];6773171814465;60844839774924148238142269859916978064086373405824207296832869094160113496334737671607021358512343444010090013774665261249930319294449488556526803404223402235369547529507297023125598638691451651122857484608874837281570945512768229659065280201680447535813651335988847262964910404945275600672773823210941623709485404839793134774740654230915277786808350511244134675661632209429982290351767526052672775541021033082452872394096784627990528;14.511802199995145;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
1;2968;[0.22931859791234221, 0.11307905311236012, 0.3237690672101709, 0.12546324145907597, 0.0567768632241383, 0.051313555978872424, 0.05019414189304194, 0.05008547920999815];6773171814465;60844839774924148238142269859916978064086373404491991975915826011673682734432134722664267790862205228929243632923003429611740201148882840014789307744393435649221578532210200543340195130449543605596160426954586260079750741253800760902382585741141641705709355500892056588078705109974075423464676505869200966389656818786875811891123936833638499304770743874819402233659645518012582547793948898356282264214789109790968621442966779030667264;13.764691699994728;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
2;873;[0.4827807377084263, 0.15960269077716216, 0.10748154147992957, 0.05003783711105008, 0.050045210148818034, 0.05002438441342878, 0.05000135686836397, 0.05002624149282106];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213451050196603919454510103044515956094743217611338870303249071278623226144944871552683759915480772704338313798431934989781684584173264058113404639927379458589916347588221438450618632101350868921879984152485377375355799270500068210127758074567669358094873662256788267027603068176411757381346917300538335714449021796570260578542494310403939799298126461739452434118501769145186412066704355803895629510089641953665421370397338488812066603008;13.667213000007905;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
3;2643;[0.5396558720026176, 0.08788261532960359, 0.10172538278970335, 0.06426387369396575, 0.05416136260895232, 0.051121757414591615, 0.051162841996750925, 0.05002629416381495];6773171814465;60844839774924148238142269859916978064086373404491991975915826011673682734432134722664267790862205228929243632923003429611740201148882840014789307744393435649221578532210200543340195130449543605596160426954586260079750741253800760902382585741141641705709355500892056588078705109974075423464676505869200966389656818786875811891123936833638499304770743874819402233659645518012582547793948898356282264214789109790968621442966779030667264;13.659950599947479;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
4;1529;[0.5574186839108916, 0.1279679388367687, 0.0629550439712316, 0.05033065819122197, 0.050145898275337775, 0.05017258566411535, 0.05030425954715957, 0.050704931603273475];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275602635189691891905617081426631887612860416514522850401946145268102068945529691612129611212435140589003685928462098548946933039476163960442086245613180600039245644501911941046335203566418292326885275895669868495918370904179378307536503372068284860410876857618596827657006599948464119417305242081923168240975414509370434646333827258511678817824360793899008;13.650581900030375;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
5;1049;[0.6181596556465024, 0.07864835471967964, 0.05209263145146015, 0.050245586954772256, 0.050191927741639865, 0.05058165575744508, 0.050036082962186416, 0.05004410476631419];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275602635189691891905617081426631887612860416514522850401946145268102068945529691612129611212435140589003685928462098548946933039476163960442086245613180600039245644501911941046335203566418292326885275895669868495918370904179378307536503372068284860410876857618596827657006599948464119417305242081923168240975414509370434646333827258511678817824365088899072;13.760400499973912;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
6;1822;[0.2064065568547468, 0.1804600317337639, 0.3166039581311162, 0.07192722468414363, 0.07137673519022956, 0.05192375899626306, 0.051296289195674416, 0.050005445214062465];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275610653169001034356706919656541451345884743563901830674359252479252484532159220977290764460265242830682448350833303473524681714807307071740424286141013633726375568344513258954428948771921491602060341846656061549587774837952786132139044835785062850967471184330683503082056781554590967420843938755050281918478283200230308551815082046402014976935564379422720;13.663969299988821;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
7;1096;[0.3519252214965978, 0.31000085362912605, 0.0651571234981495, 0.05732630400456788, 0.050931449595747816, 0.06392226700934311, 0.050326321828237666, 0.050410458938230214];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275602635189691891905617081426631887612860416514522850401946145268102068945529691612129611212435140589003685928462098548946933039476163960442086245613180600039245644501911941046335203566418292326885275895669868495918370904179378307536503372068284860410876857618596827657006599948464119417305242081923168240975414509370434646333827258511678817824365088899072;13.73375680000754;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
8;1976;[0.642315611353372, 0.05686155081884883, 0.05081249535513622, 0.05000157463473327, 0.05000812337457809, 0.050000233776460096, 0.0500000858551158, 0.0500003248317557];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275610653169001034356706919656541451345884743563901830674359252479252484532159220977290764460265242830682448350833303473524681714807307071740424286141013633726375568344513258954428948771921491602060341846656061549587774837952786132139044835785062850967471184330683503082056781554590967420843938755050281918478283200230308551815082046402014976935564379422720;13.649614299996756;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
9;1024;[0.2409642764644921, 0.07389878799337063, 0.22542050705979738, 0.0945214465794812, 0.1800408219107293, 0.07193893451993373, 0.052555726207408754, 0.06065949926478694];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275602635189691891905617081426631887612860416514522850401946145268102068945529691612129611212435140589003685928462098548946933039476163960442086245613180600039245644501911941046335203566418292326885275895669868495918370904179378307536503372068284860410876857618596827657006599948464119417305242081923168240975414509370434646333827258511678853853162107830272;15.90454379998846;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
10;660;[0.13393825001677429, 0.276551944048592, 0.17702132042731195, 0.12241227135698014, 0.09600748930015947, 0.050235153645125506, 0.07675758598922784, 0.06707598521582872];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213451050196603919454510103044515956094743217611338870303249071278623226144944871552683759915480772704338313798431934989781684584173264058113404639927379458589916347588221438450618632101350868921879984152485377375355799270500068210127758074567669358094873662256788267027603068176411757381346917300538335714449021796570260578542494310403939799298126461739452434118501769145186412066704355803895629510089641953665421370397383524804011753472;13.611072900006548;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
11;357;[0.5853870673780845, 0.09904083066882752, 0.05836661466371365, 0.05013237722410872, 0.05002992395018421, 0.0553013237931699, 0.050435582849540174, 0.051306279472371326];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213451050196603919454510103044515956094743217611338870303249071278623226144944871552683759915480772704338313798431934989781684584173264058113404639927379458589916347588221438450618632101350868921879984152485377375355799270500068210127758074567669358094873662256788267027603068176411757381346917300538335714449021796570260578542494310403939799298126461739452434118501769145186412066704355803895629510089641953665421370397338488812066570240;13.779770500026643;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
12;1578;[0.12999253201904531, 0.2504594038356116, 0.2396591678866586, 0.07213400759577375, 0.14094324743341113, 0.05579874947083932, 0.05396891044908093, 0.05704398130957944];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275602635189691891905617081426631887612860416514522850401946145268102068945529691612129611212435140589003685928462098548946933039476163960442086245613180600039245644501911941046335203566418292326885275895669868495918370904179378307536503372068284860410876857618596827657006599948464119417305242081923168240975414509370434646333827258511678817824360793899008;13.581561799976043;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
13;2742;[0.3644886085106362, 0.17382417891715166, 0.16105594622344616, 0.05677633946622437, 0.09370355199250613, 0.05008303489659997, 0.05006478170939523, 0.05000355828404039];6773171814465;60844839774924148238142269859916978064086373405824207296832869094160113496334737671607021358512343444010090013774665261249930319294449488556526803404223402235369547529507297023125598638691451651122857484608874837281570945512768229659065280201680447535813651335988847262964910404945275600672773823210941623709485404839793134774740654230915277786808350511244134675661632209429982290351767526052672775541021033082452872394096784627990528;13.694321199960541;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
14;1952;[0.062143091911766195, 0.18201876626976188, 0.4996038001092731, 0.05145776035524334, 0.05011931411546493, 0.05268743572239343, 0.05032491159851945, 0.05164491991757769];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213511895036378843602748245314375873072807303984738033433941318932304954104631693275610653169001034356706919656541451345884743563901830674359252479252484532159220977290764460265242830682448350833303473524681714807307071740424286141013633726375568344513258954428948771921491602060341846656061549587774837952786132139044835785062850967471184330683503082056781554590967420843938755050281918478283200230308551815082046402014976935564379422720;13.796001599985175;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
15;453;[0.27577229739864, 0.29004647575734194, 0.15399381195729817, 0.06922012652501355, 0.05690384829137453, 0.05022638629979271, 0.05048585012182326, 0.05335120364871596];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213451050196603919454510103044515956094743217611338870303249071278623226144944871552683759915480772704338313798431934989781684584173264058113404639927379458589916347588221438450618632101350868921879984152485377375355799270500068210127758074567669358094873662256788267027603068176411757381346917300538335714449021796570260578542494310403939799298126461739452434118501769145186412066704355803895629510089641953665421370397374517609051987968;13.825276800023858;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
16;497;[0.46537769460856854, 0.12758283438025625, 0.09128313066555133, 0.08682344972907602, 0.06445046171541166, 0.0524516068717956, 0.059425877650337966, 0.05260494437900246];6773171814465;337405286575137855484278275127554174128947546175130571351988906523136671064463719016777742639309796204020659787616338218829095213451050196603919454510103044515956094743217611333541441965403106293280421897261140887988901210172151477990412908528342455131823700681791519237689944740138723571755712232250064699490487317901289697877364254760221046991989683032340252731343789827202871553245073447879864903523355231872580638084923463299026491587136060413088130515725364812186969241869356488608725342115963130196062679839621150356291118286718966876118737188966009508233216;13.694776799995452;855424028102860548242983246380046392074020356475544983042073627411614866206618808545950435314848586606010044432956684379813706914069726862040065106960239313148023443071714167661781321219023227930539077948543115053543380621321088490779101817670935666681182424886643316812489348459486458545286206181490592346591881763566249647661511587652152627193451535143045314581760715657562934094495968212035278974331418363789608433716013884129534213678001635228360539604503518793376247782581356435410016449287572625909110253065165174572368136441610347798490109630197987736492404413925323477485451237983838720;101325;
