iter;T;amounts;Components;phases;ellapsed_time;possible_phases;P;Error
15;2461;[0.5734713731854225, 0.08238705213972505, 0.05935155226035479, 0.06876835109604998, 0.061703145308047214, 0.05087099909921668, 0.051078250169186185, 0.052369276741997595];9007478427639846;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412637493837598551219730729889574976968078322319604329167392853869652420603484337202400178733056;27.02109269995708;407904964647749259030230082569524261623286905794424417100374012412844523379995486727539042897759381257407254204990352148514539065641712727000264743708106413554866193390415623280679025866525851645961569208680967633817308461584049341849736681683162949782864918106229506592082471762891972375483225949973329015543635083865955367588484733679063623830903235785845351057173159045132184033603339832405896708424869489287213017477400324459349858846860384398270047458172275178746449860143065333971888427475766734139153030468432845198163594788278997756010896610638378141446346509353493969795809280000;101325;
0;2139;[0.4036246102531798, 0.24947651904414658, 0.05030520820852986, 0.08759860960808705, 0.05632531941779058, 0.05093056250059741, 0.05028054268427666, 0.051458628283392024];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;14.374785299994983;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
1;1678;[0.1580783443932342, 0.25465689570905325, 0.16990519361067913, 0.12364495986303368, 0.08715639575904441, 0.054488882166963404, 0.09540105895296278, 0.05666826954502908];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.552576200047042;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
2;1850;[0.0999808224831912, 0.21204546485594722, 0.29559348672854086, 0.1784621626786691, 0.05600992819904403, 0.05203995863609957, 0.05059600972745217, 0.05527216669105584];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.768276099988725;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
3;1485;[0.6411381099244677, 0.05758417716110571, 0.05111162094428336, 0.050065111630322866, 0.05004814213915903, 0.05004840820640479, 0.05000156595594258, 0.05000286403831387];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.518780999991577;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
4;1393;[0.47374264723344894, 0.1722920171875172, 0.054042509826030885, 0.08338289445788685, 0.06025035279694936, 0.05218861888957263, 0.05312091226948844, 0.05098004733910576];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.510773900023196;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
5;2921;[0.4633461236410761, 0.09109061944952945, 0.09734923725446548, 0.12580409810129678, 0.051278678278631876, 0.06773465764649804, 0.053095831167152836, 0.050300754461349476];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134722664267790862205228929243632923003429611740201148882840014789307744393435649221578532210200543340195130449543605596160426954586260079750741253800760902382585741141641705709355500892056588078705109974075423464676505869200966389656818786875811891123936833638499304770743874819402233659645518012582547793948898356282264214789109790968621442966779030667264;13.559404500003438;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
6;571;[0.17661175751465297, 0.4963831649356843, 0.07368570081543552, 0.0510514735124309, 0.05150092477655099, 0.050312165362973026, 0.05043611522892596, 0.05001869785334639];55027188125696;95482312335125227379668481690754940528280513838693267460715039906490904542262190032792180116788095085010477774582196013610686221385904346663174556733038017405157420213142808710987423079652349959338363295174074218603350850051370887542983637397067797566753548308881326638073787133524684791286464214466687897744097660008977534277041797358601942614403428366724083390693719741328650743721801788243183725165283470116059543892349454410573562531933907193713117631967248224276258179672547996936962048;13.739444300008472;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
7;1384;[0.13378442737165464, 0.4345795594875044, 0.12095218246241743, 0.095336317782168, 0.056578065255711685, 0.05512090014263365, 0.05132301850438691, 0.052325528993523385];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.529331699945033;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
8;866;[0.3652298064789155, 0.07675320579714476, 0.06260509188170696, 0.07795240610237567, 0.19241363670350725, 0.11697813862230534, 0.05742230875337876, 0.050645405660665894];55027188125696;0;14.144761600007769;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
9;1863;[0.4076140536886576, 0.163486625454838, 0.08242747302639886, 0.10341553393180183, 0.09065393275836137, 0.051689400726850264, 0.050090951458984186, 0.050622028954107876];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.671509700012393;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
10;1392;[0.5112781776255056, 0.09723022134694188, 0.07688770499915627, 0.06023641808966278, 0.05017682564307222, 0.0892165240279029, 0.060862188049457214, 0.054111940218300986];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;14.46571960003348;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
11;1031;[0.3578511963625952, 0.08143279885024518, 0.21505311129433324, 0.13324537850102136, 0.05794985177931979, 0.051533575715197545, 0.05230939631194498, 0.050624691185342574];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806810657871885145634315017185779268427006138243544932712129316127407744234752108906350325488258111520468712897461693476384752867990117680592418858955538112286090243529284821227049148335524954207565698313154605465325446595678796522442560796789407730237348560817001612487239037205086208;14.258005300012883;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
12;2472;[0.6011083374274455, 0.07929072807798261, 0.0595831093966257, 0.05112204065570591, 0.05323344183287433, 0.05559128834001838, 0.050067200355264956, 0.050003853914082526];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.697313100041356;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
13;1286;[0.5768887568505582, 0.1193112454192479, 0.05033259193110826, 0.05172546206075802, 0.05012630876726616, 0.05129198340474366, 0.0503114257240106, 0.05001222584230723];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.709873299987521;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
14;2246;[0.6181101590871879, 0.055266029531464755, 0.06404918934428434, 0.05762826627339885, 0.05477099938229545, 0.050163774550881765, 0.05000946581021801, 0.05000211602026884];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.6425418999861;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
15;1576;[0.2922102585459619, 0.29221342084035445, 0.09420970108581646, 0.1167347204885176, 0.05336211687848655, 0.051012610319525205, 0.05019669077970531, 0.050060481061632384];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.71939049998764;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
16;2568;[0.18924292941093918, 0.15172527194922278, 0.07557212762273154, 0.26118835608753477, 0.07826181117421036, 0.13618113056284611, 0.05773883592339503, 0.050089537269120375];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.852462999988347;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
17;1274;[0.2176510549626272, 0.26014255852300466, 0.17012572694014602, 0.12424878175274284, 0.07505665664728023, 0.05192449952132568, 0.050343942728372254, 0.05050677892450097];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.74152070004493;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
18;1967;[0.16435339236611662, 0.09708453571549161, 0.2390890134140578, 0.1557169654770831, 0.11718782050550577, 0.10590241297302852, 0.06398800597084654, 0.05667785357787005];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.779000799986534;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
19;703;[0.09352842375449003, 0.46044476932792683, 0.17264086631310843, 0.05333781489388125, 0.05521296373906457, 0.061796131403641, 0.0514298383856633, 0.05160919218222446];55027188125696;95482312335125227379668481690754940528280513838693267460686518887846408847775560843795344033320554597477122153343485470167714182604139283515684109007231882652458507530318150708510224256760813821725436033926196028234668154404982276398718707849555060503938743928437925801994825069518463106348013219552328972562315818560999462376040142650466119537648268787691851722616350548833419946580910846443061969245277676197365821055323154338070692797191823117307450886509760167243565233445740695947051008;14.024636000045575;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
20;2194;[0.1998840026831803, 0.4655767396814799, 0.0653054663286417, 0.06656712430428924, 0.05146760806953318, 0.05006066516492111, 0.05113771079227108, 0.050000682975683615];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.78976179996971;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
21;682;[0.6066093647495981, 0.0874952164598345, 0.0511117222080518, 0.05270641560047951, 0.05061269721261786, 0.050903848054054374, 0.05007915255148081, 0.050481583163883036];55027188125696;95482312335125227379668481690754940528280513838693267460684617486376777776818124377622159637361172847516646432266173331188115451950431592922245907284079667376362617539023948924841211453202326358189133778134902932041254899196544803151655799840171199246032058168464338744861395175645014484815785093019428508851944082701933723217766051260341410800595724682584238516695473036128371447790305899579758790402517283080812532846074640902716176306257135210508573643682463016008581678204260566368780288;13.818590999988373;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
22;1899;[0.2091225665115155, 0.39567960829335724, 0.09331613990413558, 0.07194665073963083, 0.0786580370372208, 0.051271880559426976, 0.050003250446017986, 0.05000186650869508];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.688632900011726;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
23;934;[0.1942443422412857, 0.15581597726184476, 0.07223799705335146, 0.31339928480511037, 0.05576707517304538, 0.07786094776501584, 0.05305767960506408, 0.07761669609528248];55027188125696;95482312335125227379668481690754940528280513838693267460562927806826929480341839837902325681233000100707662448314341679164768086481567323492953330320640159098180590092305408114271829808865105504373977151627250248857249477161283524532877498897481472511991036210309796895972003220353470321296725378002004345268624145326517095311534552319980348884779802836871594194812791906445184701563776780503689061172636990882776858978629608027525248128335632896453317508530331686452577923038517739154046976;13.83558339998126;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
24;2475;[0.14577434524205732, 0.5357125157511492, 0.051588437914603096, 0.05338933757176027, 0.058836314172594925, 0.0540605647785867, 0.05045939861248797, 0.05017908595676054];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;13.726237299968489;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
25;2633;[0.19814767586480747, 0.31888364802752367, 0.1635866057922109, 0.0792621244268083, 0.07366114836680149, 0.058823142277665046, 0.0575282386413321, 0.050107416602851014];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134722664267790862205228929243632923003429611740201148882840014789307744393435649221578532210200543340195130449543605596160426954586260079750741253800760902382585741141641705709355500892056588078705109974075423464676505869200966389656818786875811891123936833638499304770743874819402233659645518012582547793948898356282264214789109790968621442966779030667264;15.125360400008503;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
26;1586;[0.19861894449525996, 0.23079039495080877, 0.23538518064448216, 0.07718359124279538, 0.0700548860918809, 0.08261165281949392, 0.050780761423708146, 0.05457458833157079];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;14.286764099961147;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
27;2606;[0.6476586282356004, 0.05017158622699145, 0.05046266103949859, 0.050452931550569714, 0.051171196161454935, 0.0500737779314148, 0.05000877368997641, 0.050000445164493756];55027188125696;60844839774924148238142269859916978064086373404491991975915826011673682734432134714646288481719754139091013723359270405284690822168610426907578157328806806119856417378962370441098516368027172400671582678279255116968452403213272927868695455817299040387801261755686553388803530044023089230411007101935427558565054277323159033900567342506926412629345693693213275385656106821339455434116446029665422390309307855003078285283855575445143552;14.244329400011338;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
28;946;[0.3129340538914274, 0.23311293885072498, 0.09658047560951405, 0.15566175439835672, 0.05139958179113045, 0.050176933594994214, 0.05010523650777874, 0.05002902535607351];55027188125696;95482312335125227379668481690754940528280513838693267460562927806826929480341839837902325681233000100707662448314341679164768086481567323492953330320640159098180590092305408114271829808865105504373977151627250248857249477161283524534799423205655475770863652580360166652467813676302143226686267622037238025299147462561054106148099385817210177796064401267382363005386166181456118693663592501473859153355908050680953716550250833581440068715318705191961884303969593668984319078171854741669150720;14.5555029999814;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
29;724;[0.6142669978497879, 0.05492069469717663, 0.05366154782308304, 0.053003403323928264, 0.0638617661698375, 0.05304882538385716, 0.05492679876053003, 0.052309965991799524];55027188125696;95482312335125227379668481690754940528280513838693267460562927806826929480341839837902325681233000100707662448314341679164768086481567323492953330320640159098180590092305408114271829808865105504373977151627240955001571493138638252558433899985385137679463500382203515997344522988262707697799472921015272191513776383378559693681309414088346478096145508196411827671610544614228079392690149754515384915151960178567062934756649324715935855503034744043617820360997633276418731291337846322687377408;14.321142700035125;7002032684634480783156878024404860727725615413826259614632356291377519236019249032812596393323776548244065222099215934501560548605840305197227695596716800274081631479908477594231846449448968806517531305991457937464246519813231091255178211221949315281526421803080565997976997289422233394885360486939259973054253610490620365919898120078333313924569930512559845824295879493039260015086687864489960485837997157036216700299204194460780090019498748107791042946203810834080261327513875627597033821632787010452060885919065591406259262747686580962937357734969055037898763788085046503647739904;101325;
