,T**0,T**(-1.0),T,T**2.0,T**3.0,Tlog(T),phase,S1,S2,T**(-9.0),T**4.0,S3,S4,T**7.0,T**(-3.0),T**(-2.0),S5,T**(-5.0),T**(-7.0),Tlog(1.0e-5*P)
6866,8861.88200000000,,-5.28975100000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6867,-44826.0000000000,,12.5993000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6868,-36117.4000000000,,-9.00000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6869,-31999.5000000000,,19.8150000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6870,-26717.3200000000,,-19.0220000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6871,-14980.1200000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6872,4468.05700000000,,-0.461800000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6873,10000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6874,25000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6875,0,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6876,40000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6877,2042.00000000000,,10.9617000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6878,22500.0000000000,,-3.00000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6879,11300.0000000000,,-2.00000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6880,-8500.00000000000,,1.50000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6881,80000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6882,73861.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6883,45699.8400000000,,-5.22785000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6884,8047.72000000000,,3.42217000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6885,-2041.30000000000,,0.997140000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6886,74090.9000000000,,-24.6970700000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6887,-40000.0000000000,,17.5000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6888,-44105.0000000000,,6.53000000000002,,,,HCP_A3,CU,VA,,,,,,,,,,,
6889,-9100.00000000000,,-1.24000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6890,7255.00000000000,,-8.65000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6891,30000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6892,0,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6893,20000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6894,-28001.5780000000,,8.06996568000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6895,-68445.5626000000,,1.65774578000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6896,30000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6897,0,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6898,,,80.0000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6899,16334.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6900,54500.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6901,25000.0000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6902,56136.7800000000,,3.51936000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6903,165390.000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6904,142710.000000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6905,,,80.0000000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6906,-36475.0000000000,,4.89600000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6907,24790.0000000000,,-10.1350000000000,,,,HCP_A3,CU,VA,,,,,,,,,,,
6908,11336.8500000000,,,,,,HCP_A3,CU,VA,,,,,,,,,,,
6909,0,,,,,,HCP_A3,DY,VA,,,,,,,,,,,
6910,,,80.0000000000000,,,,HCP_A3,DY,VA,,,,,,,,,,,
6911,0,,,,,,HCP_A3,DY,VA,,,,,,,,,,,
6912,-6302.00000000000,,2.50000000000000,,,,HCP_A3,DY,VA,,,,,,,,,,,
6913,5151.00000000000,,,,,,HCP_A3,DY,VA,,,,,,,,,,,
6914,150000.000000000,,,,,,HCP_A3,DY,VA,,,,,,,,,,,
6915,,,80.0000000000000,,,,HCP_A3,DY,VA,,,,,,,,,,,
6916,0,,,,,,HCP_A3,DY,VA,,,,,,,,,,,
6917,0,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6918,0,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6919,-20671.3000000000,,7.23489000000000,,,,HCP_A3,ER,VA,,,,,,,,,,,
6920,10794.9000000000,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6921,100000.000000000,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6922,-171000.000000000,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6923,130.000000000000,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6924,62373.0000000000,,-5.54000000000000,,,,HCP_A3,ER,VA,,,,,,,,,,,
6925,-1228.00000000000,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6926,67000.0000000000,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6927,0,,,,,,HCP_A3,ER,VA,,,,,,,,,,,
6928,21150.0000000000,,1.50000000000000,,,,HCP_A3,ER,VA,,,,,,,,,,,
6929,9060.00000000000,,-5.50000000000000,,,,HCP_A3,ER,VA,,,,,,,,,,,
6930,,,80.0000000000000,,,,HCP_A3,EU,VA,,,,,,,,,,,
6931,1000000.00000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6932,23682.9000000000,,21.5678000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6933,30358.0000000000,,23.6700000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6934,92400.0000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6935,-5582.00000000000,,3.86500000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6936,273.000000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6937,0,,,,,,HCP_A3,FE,N,,,,,,,,,,,
6938,-24892.0000000000,,-154.980000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6939,28347.0000000000,,-17.6910000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6940,0,,,,,,HCP_A3,FE,N,,,,,,,,,,,
6941,-16316.7250000000,358894.000000000,172.946450000000,-0.00472305500000000,-4.38785000000000e-8,-31.6992500000000,HCP_A3,FE,N,,,,,,,,,,,
6942,10012.0000000000,,-19.9853000000000,,,,HCP_A3,FE,N,,,,,,,,,,,
6943,-9446.00000000000,,9.34720000000000,,,,HCP_A3,FE,N,,,,,,,,,,,
6944,0,,,,,,HCP_A3,FE,N,,,,,,,,,,,
6945,0,,,,,,HCP_A3,FE,N,,,,,,,,,,,
6946,0,,,,,,HCP_A3,FE,N,,,,,,,,,,,
6947,0,,,,,,HCP_A3,FE,N,,,,,,,,,,,
6948,35356.0000000000,,-2.96200000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6949,-12054.3550000000,,3.27413000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6950,11082.0000000000,,-4.45077000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6951,-725.800000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6952,30000.0000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6953,,,80.0000000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6954,100000.000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6955,-18914.9500000000,,-1.32972000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6956,40000.0000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6957,-122640.000000000,,41.1160000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6958,-142708.000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6959,89907.0000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6960,1000000.00000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6961,23510.0000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6962,93941.2800000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6963,,,80.0000000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6964,-28750.0000000000,,11.0000000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6965,-1700.00000000000,,-6.00000000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6966,15000.0000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6967,0,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6968,-15291.0000000000,,-4.13800000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6969,25977.0000000000,,-3.36000000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6970,-7258.60000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6971,34000.0000000000,,,,,,HCP_A3,FE,VA,,,,,,,,,,,
6972,11774.2521000000,,0.866830418000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6973,,,80.0000000000000,,,,HCP_A3,FE,VA,,,,,,,,,,,
6974,,,50.0000000000000,,,,HCP_A3,GA,VA,,,,,,,,,,,
6975,,,80.0000000000000,,,,HCP_A3,GA,VA,,,,,,,,,,,
6976,-17100.0000000000,,-7.00000000000000,,,,HCP_A3,GA,VA,,,,,,,,,,,
6977,20000.0000000000,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6978,0,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6979,6700.00000000000,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6980,0,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6981,-155765.000000000,,52.8610000000000,,,,HCP_A3,GA,VA,,,,,,,,,,,
6982,-13144.0000000000,,14.0860000000000,,,,HCP_A3,GA,VA,,,,,,,,,,,
6983,50000.0000000000,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6984,-34365.0000000000,,-0.700000000000000,,,,HCP_A3,GA,VA,,,,,,,,,,,
6985,54967.1100000000,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6986,10744.0000000000,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6987,-91299.1150000000,,,,,,HCP_A3,GA,VA,,,,,,,,,,,
6988,,,80.0000000000000,,,,HCP_A3,GD,VA,,,,,,,,,,,
6989,35000.0000000000,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
6990,-36300.0000000000,,31.4967000000000,,,,HCP_A3,GD,VA,,,,,,,,,,,
6991,50000.0000000000,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
6992,1000000.00000000,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
6993,100000.000000000,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
6994,15169.0000000000,,-61.8920000000000,,,,HCP_A3,GD,VA,,,,,,,,,,,
6995,21893.0000000000,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
6996,-10000.0000000000,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
6997,695.100000000000,,-0.320900000000000,,,,HCP_A3,GD,VA,,,,,,,,,,,
6998,0,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
6999,17005.0000000000,,18.4404000000000,,,,HCP_A3,GD,VA,,,,,,,,,,,
7000,1428.70000000000,,,,,,HCP_A3,GD,VA,,,,,,,,,,,
7001,0,,,,,,HCP_A3,GE,VA,,,,,,,,,,,
7002,,,50.0000000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7003,-18068.0000000000,,-6.50000000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7004,140894.000000000,,-112.600000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7005,-73173.0000000000,,31.1900000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7006,-169559.000000000,,17.3280000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7007,-122000.000000000,,36.8800000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7008,134000.000000000,,-46.8000000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7009,-105608.800000000,,3.14500000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7010,28145.7276000000,,,,,,HCP_A3,GE,VA,,,,,,,,,,,
7011,-186302.610000000,,,,,,HCP_A3,GE,VA,,,,,,,,,,,
7012,-194809.870000000,,,,,,HCP_A3,GE,VA,,,,,,,,,,,
7013,,,80.0000000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7014,,,80.0000000000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7015,-185318.750000000,,17.1653400000000,,,,HCP_A3,GE,VA,,,,,,,,,,,
7016,1319.63856000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7017,-500.000000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7018,27000.0000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7019,-6500.00000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7020,21866.6000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7021,-73979.0000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7022,,,80.0000000000000,,,,HCP_A3,HF,VA,,,,,,,,,,,
7023,-41810.2000000000,,-7.91171000000000,,,,HCP_A3,HF,VA,,,,,,,,,,,
7024,22613.8000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7025,13644.0000000000,,-10.6383000000000,,,,HCP_A3,HF,VA,,,,,,,,,,,
7026,33570.0000000000,,0.100000000000000,,,,HCP_A3,HF,VA,,,,,,,,,,,
7027,15000.0000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7028,46000.0000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7029,-34000.0000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7030,636.000000000000,,,,,,HCP_A3,HF,VA,,,,,,,,,,,
7031,-44012.9000000000,,1.21000000000000,,,,HCP_A3,HG,VA,,,,,,,,,,,
7032,5000.00000000000,,,,,,HCP_A3,HG,VA,,,,,,,,,,,
7033,30000.0000000000,,,,,,HCP_A3,HG,VA,,,,,,,,,,,
7034,5320.00000000000,,-9.22800000000000,,,,HCP_A3,HO,VA,,,,,,,,,,,
7035,9079.00000000000,,,,,,HCP_A3,HO,VA,,,,,,,,,,,
7036,100000.000000000,,,,,,HCP_A3,HO,VA,,,,,,,,,,,
7037,55000.0000000000,,,,,,HCP_A3,HO,VA,,,,,,,,,,,
7038,0,,,,,,HCP_A3,HO,VA,,,,,,,,,,,
7039,66262.0000000000,,,,,,HCP_A3,HO,VA,,,,,,,,,,,
7040,6000.00000000000,,,,,,HCP_A3,IN,VA,,,,,,,,,,,
7041,5000.00000000000,,,,,,HCP_A3,IN,VA,,,,,,,,,,,
7042,-150706.400000000,,29.9342000000000,,,,HCP_A3,IN,VA,,,,,,,,,,,
7043,30739.7000000000,,-31.4877000000000,,,,HCP_A3,IN,VA,,,,,,,,,,,
7044,0,,,,,,HCP_A3,IN,VA,,,,,,,,,,,
7045,35000.0000000000,,,,,,HCP_A3,IN,VA,,,,,,,,,,,
7046,23114.0000000000,,,,,,HCP_A3,IN,VA,,,,,,,,,,,
7047,34400.0000000000,,-3.00000000000000,,,,HCP_A3,IR,VA,,,,,,,,,,,
7048,64423.2000000000,,-36.1590000000000,,,,HCP_A3,IR,VA,,,,,,,,,,,
7049,43074.0000000000,,-37.7598000000000,,,,HCP_A3,IR,VA,,,,,,,,,,,
7050,30000.0000000000,,,,,,HCP_A3,IR,VA,,,,,,,,,,,
7051,-11207.5000000000,,1.16670000000000,,,,HCP_A3,IR,VA,,,,,,,,,,,
7052,-242188.400000000,,,,,,HCP_A3,IR,VA,,,,,,,,,,,
7053,11000.0000000000,,-6.10000000000000,,,,HCP_A3,K,VA,,,,,,,,,,,
7054,-1295.72200000000,,-3.00000000000000,,,,HCP_A3,K,VA,,,,,,,,,,,
7055,125195.310000000,,,,,,HCP_A3,K,VA,,,,,,,,,,,
7056,-25000.0000000000,,,,,,HCP_A3,LA,VA,,,,,,,,,,,
7057,2907.00000000000,,16.6000000000000,,,,HCP_A3,LA,VA,,,,,,,,,,,
7058,9542.00000000000,,,,,,HCP_A3,LA,VA,,,,,,,,,,,
7059,55758.0000000000,,,,,,HCP_A3,LA,VA,,,,,,,,,,,
7060,-6856.00000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7061,4000.00000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7062,4000.00000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7063,20000.0000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7064,0,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7065,54970.0000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7066,58238.0000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7067,20638.7000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7068,100000.000000000,,,,,,HCP_A3,LI,VA,,,,,,,,,,,
7069,-174500.000000000,,,,,,HCP_A3,LU,VA,,,,,,,,,,,
7070,37148.1000000000,,-1.81030000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7071,-10000.0000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7072,100000.000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7073,-8732.20000000000,,-15.7200000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7074,-11593.0000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7075,-10000.0000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7076,67000.0000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7077,-16115.8000000000,,15.0200000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7078,-7148.79000000000,,0.893610000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7079,11086.3000000000,,-19.5684000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7080,-9255.90000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7081,-27200.0000000000,,-3.00000000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7082,-11293.7600000000,,-4.42051000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7083,10000.0000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7084,-11943.9000000000,,7.04580000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7085,-16302.1000000000,,16.5975000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7086,21779.0000000000,,22.1650000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7087,9467.00000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7088,31550.2000000000,,-22.4156000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7089,30249.5000000000,,-24.6832000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7090,-57025.8000000000,,37.5596000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7091,40000.0000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7092,-26612.8490000000,,13.9460790000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7093,-2836.20850000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7094,-10229.8000000000,,,,,,HCP_A3,MG,VA,,,,,,,,,,,
7095,-3056.82000000000,,5.63801000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7096,-3127.26000000000,,5.65563000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7097,30384.0000000000,,13.7230000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7098,18589.0000000000,,-25.1750000000000,,,,HCP_A3,MG,VA,,,,,,,,,,,
7099,11174.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7100,-60607.0000000000,129442.000000000,211.180400000000,,,-37.7331000000000,HCP_A3,MN,N,,,,,,,,,,,
7101,-7194.00000000000,,-5.20750000000000,,,,HCP_A3,MN,N,,,,,,,,,,,
7102,-11810.0000000000,,6.95380000000000,,,,HCP_A3,MN,N,,,,,,,,,,,
7103,6305.50000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7104,,,80.0000000000000,,,,HCP_A3,MN,VA,,,,,,,,,,,
7105,600000.000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7106,30000.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7107,100000.000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7108,60932.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7109,22100.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7110,-11820.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7111,40000.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7112,19000.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7113,-15000.0000000000,,3.90000000000000,,,,HCP_A3,MN,VA,,,,,,,,,,,
7114,21000.0000000000,,-9.00000000000000,,,,HCP_A3,MN,VA,,,,,,,,,,,
7115,25000.0000000000,,,,,,HCP_A3,MN,VA,,,,,,,,,,,
7116,-40875.7270000000,347347.000000000,169.219850000000,-0.00376893100000000,5.81331500000000e-7,-31.7490900000000,HCP_A3,MO,N,,-1.30927000000000e-10,,,,,,,,,
7117,0,,,,,,HCP_A3,MO,N,,,,,,,,,,,
7118,-80000.0000000000,,,,,,HCP_A3,MO,N,,,,,,,,,,,
7119,10837.9388000000,,-25.0201000000000,,,,HCP_A3,MO,VA,,,,,,,,,,,
7120,-17512.6122000000,,26.9884000000000,,,,HCP_A3,MO,VA,,,,,,,,,,,
7121,46500.0000000000,,,,,,HCP_A3,MO,VA,,,,,,,,,,,
7122,14250.8000000000,,,,,,HCP_A3,MO,VA,,,,,,,,,,,
7123,2000.00000000000,,,,,,HCP_A3,MO,VA,,,,,,,,,,,
7124,100000.000000000,,,,,,HCP_A3,MO,VA,,,,,,,,,,,
7125,26753.7900000000,,4.55600000000000,,,,HCP_A3,MO,VA,,,,,,,,,,,
7126,-147766.778000000,374934.000000000,209.940625000000,-0.000122060000000000,-3.35071500000000e-7,-36.6560500000000,HCP_A3,NB,N,,,,,,,,,,,
7127,0,,,,,,HCP_A3,NB,N,,,,,,,,,,,
7128,-13268.1840000000,281535.000000000,199.384150000000,0.000973765000000000,1.50485000000000e-8,-37.6409500000000,HCP_A3,NI,N,,,,,,,,,,,
7129,0,,,,,,HCP_A3,NI,N,,,,,,,,,,,
7130,-145232.910000000,-33657.0000000000,148.614080000000,-0.00869687500000000,,-27.3583590000000,HCP_A3,TA,N,,,,,,,,,,,
7131,-16687.5750000000,,-3.50610000000000,,,,HCP_A3,TA,N,,,,,,,,,,,
7132,10203.3830000000,,,,,,HCP_A3,TA,N,,,,,,,,,,,
7133,-184544.611500000,-303330.000000000,196.084269000000,-0.00453725000000000,1.08806328050000e-7,-33.7026500000000,HCP_A3,TI,N,,,,,,,,,,,
7134,-13501.0000000000,,,,,,HCP_A3,TI,N,,,,,,,,,,,
7135,-148262.767000000,281535.000000000,189.917043000000,-0.00286487434000000,-6.64951500000000e-7,-32.6684261300000,HCP_A3,V,N,,,,,,,,,,,
7136,5958.55000000000,,-4.23010900000000,,,,HCP_A3,V,N,,,,,,,,,,,
7137,-16513.3360000000,,,,,,HCP_A3,V,N,,,,,,,,,,,
7138,-12811.3360000000,105601.000000000,186.688790000000,-0.00450987500000000,,-34.2178870000000,HCP_A3,W,N,,,,,,,,,,,
7139,0,,,,,,HCP_A3,W,N,,,,,,,,,,,
7140,-182467.990000000,316506.000000000,180.159200000000,-0.00470344500000000,1.50485000000000e-8,-32.3467500000000,HCP_A3,ZR,N,,,,,,,,,,,
7141,-173786.610000000,,58.5300000000000,,,,HCP_A3,ZR,N,,,,,,,,,,,
7142,-55235.9400000000,,3.46000000000000,,,,HCP_A3,ZR,N,,,,,,,,,,,
7143,0,,,,,,HCP_A3,NA,VA,,,,,,,,,,,
7144,2021.00000000000,,15.5248000000000,,,,HCP_A3,NA,VA,,,,,,,,,,,
7145,100000.000000000,,,,,,HCP_A3,NA,VA,,,,,,,,,,,
7146,181544.538000000,,,,,,HCP_A3,NA,VA,,,,,,,,,,,
7147,13600.0000000000,,,,,,HCP_A3,NB,VA,,,,,,,,,,,
7148,0,,,,,,HCP_A3,NB,VA,,,,,,,,,,,
7149,2500.00000000000,,,,,,HCP_A3,NB,VA,,,,,,,,,,,
7150,9080.00000000000,,,,,,HCP_A3,NB,VA,,,,,,,,,,,
7151,150000.000000000,,,,,,HCP_A3,NB,VA,,,,,,,,,,,
7152,24411.0000000000,,,,,,HCP_A3,NB,VA,,,,,,,,,,,
7153,20000.0000000000,,,,,,HCP_A3,ND,VA,,,,,,,,,,,
7154,13959.0000000000,,,,,,HCP_A3,ND,VA,,,,,,,,,,,
7155,-4200.00000000000,,,,,,HCP_A3,ND,VA,,,,,,,,,,,
7156,-17506.0000000000,,11.5837000000000,,,,HCP_A3,ND,VA,,,,,,,,,,,
7157,1953.30000000000,,,,,,HCP_A3,ND,VA,,,,,,,,,,,
7158,29980.0000000000,,0.590000000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7159,-20000.0000000000,,25.0000000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7160,-15866.3670000000,,5.63990000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7161,5276.78000000000,,2.03580000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7162,12038.2371000000,,-8.32200000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7163,46730.3300000000,,-16.5977100000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7164,35577.1500000000,,-23.6120500000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7165,-64860.0000000000,,17.1190000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7166,-33663.8400000000,,4.50000000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7167,-38039.5800000000,,3.03400000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7168,0,,,,,,HCP_A3,NI,VA,,,,,,,,,,,
7169,,,80.0000000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7170,2000.00000000000,,,,,,HCP_A3,NI,VA,,,,,,,,,,,
7171,100000.000000000,,,,,,HCP_A3,NI,VA,,,,,,,,,,,
7172,-20000.0000000000,,,,,,HCP_A3,NI,VA,,,,,,,,,,,
7173,2556.00000000000,,11.6000000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7174,-52900.0000000000,,,,,,HCP_A3,NI,VA,,,,,,,,,,,
7175,100000.000000000,,,,,,HCP_A3,NI,VA,,,,,,,,,,,
7176,-58399.1700000000,,10.1333700000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7177,-21974.7900000000,,16.3847500000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7178,30855.6300000000,,-19.7168400000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7179,-68350.0000000000,,3.50000000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7180,10000.0000000000,,-6.60000000000000,,,,HCP_A3,NI,VA,,,,,,,,,,,
7181,,,80.0000000000000,,,,HCP_A3,OS,VA,,,,,,,,,,,
7182,-80000.0000000000,,60.0000000000000,,,,HCP_A3,PB,VA,,,,,,,,,,,
7183,0,,,,,,HCP_A3,PB,VA,,,,,,,,,,,
