,T**0,T**(-1.0),T,T**2.0,T**3.0,Tlog(T),phase,S1,S2,T**(-9.0),T**4.0,S3,S4,T**7.0,T**(-3.0),T**(-2.0),S5,T**(-5.0),T**(-7.0),Tlog(1.0e-5*P)
871,-182168.767000000,10400546.0000000,1305.03881000000,0.0878613500000000,-1.15990590000000e-5,-207.845326100000,AUGA2_C1,AU,GA,3.29094000000000e+23,,,,,,,,,,
872,-148646.960000000,10518878.0000000,1163.26962000000,0.0877107500000000,-1.15588860000000e-5,-181.776035500000,AUGA_B31,AU,GA,1.64547000000000e+23,,,,,,,,,,
873,-141428.360000000,-220170.000000000,305.866710000000,-0.0163135000000000,7.65950000000000e-7,-62.9907000000000,AUHF2,AU,HF,,,,,,,,,,,
874,-160215.962000000,21274420.0000000,2043.39086000000,0.175120300000000,-2.30374260000000e-5,-311.413489800000,AUHF_ALPHA,AU,AU,,,,,,,,,,,
875,-222979.378000000,10614620.0000000,1152.15575600000,0.0834140050000000,-1.15191900000000e-5,-178.414244900000,AUHF_ALPHA,AU,HF,,,,,,,,,,,
876,-191262.500000000,,71.9945000000000,,,,AUHF_ALPHA,AU,AU,,,,,,,,,,,
877,-158172.962000000,21274420.0000000,2024.61906000000,0.175120300000000,-2.30374260000000e-5,-311.413489800000,AUHF_BETA,AU,AU,,,,,,,,,,,
878,-220743.478000000,10614620.0000000,1150.54365600000,0.0834140050000000,-1.15191900000000e-5,-178.414244900000,AUHF_BETA,AU,HF,,,,,,,,,,,
879,-212086.700000000,,104.286600000000,,,,AUHF_BETA,AU,AU,,,,,,,,,,,
880,-234600.039000000,-1730490.00000000,729.103738000000,0.0659056500000000,-1.37434170000000e-5,-139.134584900000,AUHO2_C37,AU,HO,,,,,,,,,,,
881,-200483.400000000,4453360.00000000,854.091384000000,0.0767329000000000,-1.26310650000000e-5,-147.420664900000,AUHO_B2,AU,HO,,,,,,,,,,,
882,-237734.020000000,4453360.00000000,873.844784000000,0.0767329000000000,-1.26310650000000e-5,-147.420664900000,AUHO_B33,AU,HO,,,,,,,,,,,
883,-28715.2157012109,,136.746039369480,,,-27.8287500000000,AUIN,AU,IN,,,,,,,,,,,
884,-4000.00000000000,,,,,,AUIN,AU,IN,,,,,,,,,,,
885,-61921.7200000000,5318605.00000000,581.346155000000,0.0437800750000000,-5.75935650000000e-6,-92.0789724500000,AUIN,AU,SN,-6.15350000000000e+24,,,,,,,,,,
886,-10216.5560000000,,9.10397750000000,,,,AUIN,AU,IN,,,,,,,,,,,
887,-46662.6555000000,5318605.00000000,592.590651000000,0.0437800750000000,-5.75935650000000e-6,-93.5433724500000,AUIN,AU,SB,8.08424500000000e+26,,,,,,,,,,
888,-34572.3019575755,,144.087465677891,,,-27.9089875740000,AUIN2,AU,IN,,,,,,,,,,,
889,-3000.00000000000,,,,,,AUIN2,AU,IN,,,,,,,,,,,
890,-47700.1329715568,3545736.66312093,442.729729705767,0.0291867166374800,-3.83957099616043e-6,-70.8697149242481,AUIN2,AU,SN,-8.20466667076900e+24,,,,,,,,,,
891,-5955.59130000000,,,,,,AUIN2,AU,IN,,,,,,,,,,,
892,-31021.3530507830,3545733.12093000,452.555440596814,0.0291866874799500,-3.83956716042900e-6,-72.8222068577517,AUIN2,AU,SB,1.07789987228300e+27,,,,,,,,,,
893,-160441.480000000,,1216.14610000000,,,-251.183400000000,AUIN_BETA,AU,IN,,,,,,,,,,,
894,-327015.930000000,,2425.13100000000,,,-501.169400000000,AUIN_BETAP,AU,IN,,,,,,,,,,,
895,-89759.2967783600,9802711.22744000,950.162256673360,0.0808670269664000,-1.06391294924400e-5,-145.841712986292,AUIN_GAMMA,AU,AU,2.71782974400000e+21,,IN,,,,,,,,
896,-78947.1585837700,7299106.42058000,741.979064505020,0.0607867877248000,-8.00026461933000e-6,-116.245334739719,AUIN_GAMMA,AU,IN,1.08716723080000e+22,,IN,,,,,,,,
897,2144.60000000000,,,,,,AUIN_GAMMA,AU,AU,,,IN,,,,,,,,
898,-77007.3179901100,8829020.83694000,864.116965603860,0.0730575132864000,-9.61283438319000e-6,-134.331226581517,AUIN_PSI,AU,AU,5.88898444400000e+21,,IN,,,,,,,,
899,-68535.1375000000,5212751.00000000,576.086009000000,0.0440531100000000,-5.80119150000000e-6,-91.5814724500000,AUIN_PSI,AU,IN,1.76666000000000e+22,,IN,,,,,,,,
900,-15683.1600000000,,,,,,AUIN_PSI,AU,AU,,,IN,,,,,,,,
901,-280862.907000000,9838314.00000000,1162.09266000000,0.0708167400000000,-1.01400730000000e-5,-190.038627100000,AULA2_C37,AU,LA,,,,,,,,,,,
902,-262667.894000000,10237762.0000000,1092.95656000000,0.0791884450000000,-1.08293930000000e-5,-172.872686000000,AULA_B27,AU,LA,,,,,,,,,,,
903,-259963.334000000,10237762.0000000,1090.05752000000,0.0791884450000000,-1.08293930000000e-5,-172.872686000000,AULA_B33,AU,LA,,,,,,,,,,,
904,-716441.173000000,88257910.0000000,4388.20692800000,0.244792144000000,-2.36151270000000e-5,-632.072491500000,AUND2_C37,AU,ND,,,,,,,,,,,
905,-466731.327000000,49447560.0000000,2703.45617900000,0.166176147000000,-1.75669200000000e-5,-393.889618200000,AUND_B2,AU,ND,,,,,,,,,,,
906,-467211.327000000,49447560.0000000,2704.13617900000,0.166176147000000,-1.75669200000000e-5,-393.889618200000,AUND_B27,AU,ND,,,,,,,,,,,
907,-466731.327000000,49447560.0000000,2703.45617900000,0.166176147000000,-1.75669200000000e-5,-393.889618200000,AUND_B33,AU,ND,,,,,,,,,,,
908,0,,,,,,AUNI2SN4,AU,NI,,,SN,,,,,,,,
909,-32309.1300000000,,391.553500000000,,,-84.4810000000000,AUPB2,AU,PB,,,,,,,,,,,
910,-41079.0700000000,,518.475010000000,,,-113.097500000000,AUPB3,AU,PB,,,,,,,,,,,
911,-1264026.64300000,152490890.000000,9564.45235400000,0.697923162000000,-7.35081170000000e-5,-1367.94736630000,AUPR2,AU,PR,,,,,,,,,,,
912,-724881.612000000,81564050.0000000,5282.41474200000,0.392741656000000,-4.25134150000000e-5,-761.827055600000,AUPR_ALPHA,AU,PR,,,,,,,,,,,
913,-724525.212000000,81564050.0000000,5281.91504200000,0.392741656000000,-4.25134150000000e-5,-761.827055600000,AUPR_BETA,AU,PR,,,,,,,,,,,
914,-722993.912000000,81564050.0000000,5280.95374200000,0.392741656000000,-4.25134150000000e-5,-761.827055600000,AUPR_GAMMA,AU,PR,,,,,,,,,,,
915,0,,,,,,AUSB2,AG,SB,,,,,,,,,,,
916,-7587.93596310600,-4003.66266300000,152.391269427953,-0.000596861069805000,-1.32862200471000e-7,-28.8687796445562,AUSB2,AG,SB,1.07789987228300e+27,,,,,,,,,,
917,-30749.3743314610,3545733.12093000,423.745387025128,0.0291866874799500,-3.83956716042900e-6,-70.0328721297517,AUSB2,AU,BI,1.10872722103000e+25,,,,,,,,,,
918,0,,,,,,AUSB2,AU,BI,,,,,,,,,,,
919,-30884.4741490110,3404594.38369400,421.549236260386,0.0295507343286400,-3.89534718831900e-6,-70.2063388831517,AUSB2,AU,IN,2.35554784444000e+22,,,,,,,,,,
920,-5000.00000000000,,,,,,AUSB2,AU,IN,,,,,,,,,,,
921,-44743.0225407830,3545733.12093000,460.490498966814,0.0291866874799500,-3.83956716042900e-6,-73.4422068577517,AUSB2,AU,SB,1.07789987228300e+27,,,,,,,,,,
922,-297609.071000000,10637210.0000000,1310.37459400000,0.0864135600000000,-1.32374030000000e-5,-205.533144900000,AUSC2_C37,AU,SC,,,,,,,,,,,
923,-253297.776000000,10637210.0000000,1161.85501200000,0.0869868550000000,-1.23780580000000e-5,-180.619944900000,AUSC_B2,AU,SC,,,,,,,,,,,
924,-67309.9975000000,5212751.00000000,575.086009000000,0.0440531100000000,-5.80119150000000e-6,-91.5814724500000,AUSN,AU,IN,1.76666000000000e+22,,,,,,,,,,
925,-7450.72590000000,,5.10346710000000,,,,AUSN,AU,IN,,,,,,,,,,,
926,0,,,,,,AUSN,AU,SN,,,,,,,,,,,
927,-22919.6640000000,20819.0000000000,123.994460000000,-0.00194140000000000,1.46366670000000e-7,-25.5420000000000,AUSN,AU,SN,,,,,,,,,,,
928,-30817.0160000000,22429.2505000000,123.408200000000,-0.00398920000000000,5.00485000000000e-7,-24.3370000000000,AUSN,NI,SN,,-7.36000000000000e-11,,,,,,,,,
929,0,,,,,,AUSN2,AU,SN,,,,,,,,,,,
930,-36344.1074000000,1958075.60000000,307.920356400000,0.0179488860000000,-2.37067860000000e-6,-53.1063089800000,AUSN4,AU,IN,2.82665600000000e+22,,,,,,,,,,
931,-5000.00000000000,,4.00000000000000,,,,AUSN4,AU,IN,,,,,,,,,,,
932,-43650.0000000000,,50.0000000000000,,,,AUSN4,AU,SN,,,,,,,,,,,
933,0,,,,,,AUSN4,AU,SN,,,,,,,,,,,
934,-23488.3760000000,29035.0000000000,149.426570000000,-0.00360810000000000,7.69300000000000e-7,-25.3360000000000,AUSN4,NI,SN,,-1.06000000000000e-10,,,,,,,,,
935,-130957.179000000,10637210.0000000,1369.08188200000,0.0875601500000000,-1.15187130000000e-5,-220.825944900000,AUTE2,AU,TE,,,,,,,,,,,
936,-333001.661000000,12820538.0000000,1342.19632200000,0.0884496560000000,-1.23121010000000e-5,-220.096998700000,AUTM2_C37,AU,TM,,,,,,,,,,,
937,-246102.246000000,11728874.0000000,1161.73072600000,0.0880049030000000,-1.19154070000000e-5,-187.901871800000,AUTM_B2,AU,TM,,,,,,,,,,,
938,-289240.046000000,11728874.0000000,1184.39152600000,0.0880049030000000,-1.19154070000000e-5,-187.901871800000,AUTM_B33,AU,TM,,,,,,,,,,,
939,-92691.3140000000,8509768.00000000,854.072682800000,0.0700481200000000,-9.21497040000000e-6,-130.841395920000,AUZN_A1,AU,AU,9.40940000000000e+25,,ZN,,,,,,,,
940,-84702.8370000000,6382326.00000000,688.208285600000,0.0525360900000000,-6.91122780000000e-6,-105.976046940000,AUZN_A1,AU,ZN,1.88188000000000e+26,,ZN,,,,,,,,
941,-6343.17000000000,,3.24779000000000,,,,AUZN_A1,AU,AU,,,ZN,,,,,,,,
942,-91966.4972500000,7977907.50000000,812.432363500000,0.0656701125000000,-8.63903475000000e-6,-124.625058675000,AUZN_A2,AU,ZN,1.17617500000000e+26,,,,,,,,,,
943,-94056.9137241000,9497539.32060000,933.274233927960,0.0781789555290000,-1.02845980891800e-5,-142.386377451414,AUZN_A3,AU,AU,5.04061558000000e+25,,ZN,,,,,,,,
944,-86352.5013340060,6832131.06206000,723.211234251140,0.0562386585029000,-7.39830809791800e-6,-111.215315554841,AUZN_A3,AU,ZN,1.68023655800000e+26,,ZN,,,,,,,,
945,-7219.33000000000,,0.589070000000000,,,,AUZN_A3,AU,AU,,,ZN,,,,,,,,
946,-89336.4810000000,10637210.0000000,1020.59543000000,0.0875601500000000,-1.15187130000000e-5,-155.706744900000,AUZN_BETA,AU,AU,,,,,,,,,,,
947,-8183.58600000000,,169.835244000000,,,-31.3800000000000,AUZN_BETA,ZN,ZN,4.70470000000000e+26,,,,,,,,,,
948,-78603.3835000000,5318605.00000000,599.006677000000,0.0437800750000000,-5.75935650000000e-6,-93.5433724500000,AUZN_BETA,ZN,AU,2.35235000000000e+26,,,,,,,,,,
949,-78603.3835000000,5318605.00000000,599.006677000000,0.0437800750000000,-5.75935650000000e-6,-93.5433724500000,AUZN_BETA,AU,ZN,2.35235000000000e+26,,,,,,,,,,
950,-14844.1580000000,,2.65600000000000,,,,AUZN_BETA,AU,AU,,,,,,,,,,,
951,-15420.5900000000,,3.62717000000000,,,,AUZN_BETA,AU,ZN,,,,,,,,,,,
952,-14844.1580000000,,2.65600000000000,,,,AUZN_BETA,AU,AU,,,,,,,,,,,
953,-15420.5900000000,,3.62717000000000,,,,AUZN_BETA,ZN,AU,,,,,,,,,,,
954,-976810.553000000,74460470.0000000,8199.34648600000,0.612921050000000,-8.06309910000000e-5,-1278.22721430000,AUZN_BRASS,AU,AU,2.82282000000000e+27,,AU,ZN,,,,,,,
955,-706322.683000000,53186050.0000000,6489.55994200000,0.437800750000000,-5.75935650000000e-5,-1029.57372450000,AUZN_BRASS,ZN,AU,3.76376000000000e+27,,AU,ZN,,,,,,,
956,-747219.388000000,42548840.0000000,5644.45868600000,0.350240600000000,-4.60748520000000e-5,-905.246979600000,AUZN_BRASS,AU,AU,4.23423000000000e+27,,ZN,ZN,,,,,,,
957,-463013.918000000,21274420.0000000,3960.02258400000,0.175120300000000,-2.30374260000000e-5,-656.593489800000,AUZN_BRASS,ZN,AU,5.17517000000000e+27,,ZN,ZN,,,,,,,
958,-58164.6000000000,,,,,,AUZN_BRASS,AU,AU,,,AU,ZN,,,,,,,
959,-58164.6000000000,,,,,,AUZN_BRASS,AU,AU,,,ZN,ZN,,,,,,,
960,-107389.230000000,,,,,,AUZN_BRASS,AU,AU,,,AU,ZN,,,,,,,
961,-107389.230000000,,,,,,AUZN_BRASS,ZN,AU,,,AU,ZN,,,,,,,
962,-72130.1574000000,4680372.40000000,547.096109840000,0.0385264660000000,-5.06823372000000e-6,-86.0837677560000,AUZN_DELTA,AU,ZN,2.63463200000000e+26,,,,,,,,,,
963,-36133.4362500000,1595581.50000000,299.914111900000,0.0131340225000000,-1.72780695000000e-6,-50.0290117350000,AUZN_E1,AU,ZN,3.99899500000000e+26,,,,,,,,,,
964,-51381.0897500000,2659302.50000000,386.011670500000,0.0218900375000000,-2.87967825000000e-6,-62.4616862250000,AUZN_G2,AU,ZN,3.52852500000000e+26,,,,,,,,,,
965,-53856.5678000000,2978418.80000000,411.492164080000,0.0245168420000000,-3.22523964000000e-6,-66.1914885720000,AUZN_G3,AU,AU,3.38738400000000e+26,,ZN,,,,,,,,
966,-31072.4582000000,1276465.20000000,274.267618320000,0.0105072180000000,-1.38224556000000e-6,-46.2992093880000,AUZN_G3,AU,ZN,4.14013600000000e+26,,ZN,,,,,,,,
967,-3445.87000000000,,,,,,AUZN_G3,AU,AU,,,ZN,,,,,,,,
968,-221060.376000000,10672181.0000000,1159.89998000000,0.0831822400000000,-1.15187130000000e-5,-179.868544900000,AUZR,AU,ZR,,,,,,,,,,,
969,-255471.971000000,10707152.0000000,1293.25483000000,0.0788043300000000,-1.15187130000000e-5,-204.030344900000,AUZR2,AU,ZR,,,,,,,,,,,
970,-263214.966000000,10742123.0000000,1410.44368000000,0.0744264200000000,-1.15187130000000e-5,-228.192144900000,AUZR3,AU,ZR,,,,,,,,,,,
971,-38367.0600000000,413703.000000000,121.772688000000,-0.00482906800000000,2.65420000000000e-7,-18.1899630000000,B12U,B,U,,,,,,,,,,,
972,8804.63900000000,,182.871136000000,,,-31.7481920000000,B2,AL,VA,-1.23062200000000e+28,,,,,,,,,,
973,6496.48200000000,145054.000000000,265.304420000000,-0.00530947800000000,-3.46960000000000e-7,-50.1722000000000,B2,CO,CO,,,,,,,,,,,
974,93248.2410000000,72527.0000000000,132.652210000000,-0.00265473900000000,-1.73480000000000e-7,-25.0861000000000,B2,CO,VA,,,,,,,,,,,
975,3766.48600000000,-211708.000000000,122.676588000000,0.000546070000000000,-8.36700000000000e-8,-27.4562000000000,B2,IN,VA,3.53332000000000e+22,,,,,,,,,,
976,7071.85000000000,,228.596000000000,-0.00968140000000000,,-44.1920000000000,B2,NI,NI,,,,,,,,,,,
977,165933.225000000,,86.8922500000000,-0.00484070000000000,,-22.0960000000000,B2,NI,VA,,,,,,,,,,,
978,22834.1240000000,-2224930.00000000,95.7197840000000,-0.0143504400000000,3.82230000000000e-7,-27.1416000000000,B2,PD,PD,,,,,,,,,,,
979,168436.610000000,-2436638.00000000,-11.7396280000000,-0.00771587000000000,2.98560000000000e-7,-10.6618000000000,B2,PD,VA,3.53332000000000e+22,,,,,,,,,,
980,-136447.120000000,72527.0000000000,351.143346000000,-0.00265473900000000,-1.73480000000000e-7,-56.8342920000000,B2,AL,CO,-1.23062200000000e+28,,,,,,,,,,
981,45590.0000000000,,-32.3900000000000,,,,B2,AL,CO,,,,,,,,,,,
982,45590.0000000000,,-32.3900000000000,,,,B2,AL,VA,,,,,,,,,,,
983,45030.0000000000,,-34.4700000000000,,,,B2,CO,CO,,,,,,,,,,,
984,45030.0000000000,,-34.4700000000000,,,,B2,AL,CO,,,,,,,,,,,
985,-150056.736000000,,324.574886000000,-0.00484070000000000,,-53.8441920000000,B2,AL,NI,-1.23062200000000e+28,,,,,,,,,,
986,-52440.8800000000,,11.3011700000000,,,,B2,AL,NI,,,,,,,,,,,
987,-52440.8800000000,,11.3011700000000,,,,B2,AL,VA,,,,,,,,,,,
988,-64024.3800000000,,26.4941900000000,,,,B2,AL,NI,,,,,,,,,,,
989,-64024.3800000000,,26.4941900000000,,,,B2,NI,NI,,,,,,,,,,,
990,-141836.000000000,,232.136000000000,-0.00608850000000000,,-43.9360000000000,B2,IN,PD,,,,,,,,,,,
991,-159946.000000000,,45.9240000000000,,,,B2,IN,VA,,,,,,,,,,,
992,24156.0000000000,,,,,,B2,IN,VA,,,,,,,,,,,
993,-159946.000000000,,45.9240000000000,,,,B2,IN,PD,,,,,,,,,,,
994,24156.0000000000,,,,,,B2,IN,PD,,,,,,,,,,,
995,-3836.00000000000,,,,,,B2,IN,PD,,,,,,,,,,,
996,-3836.00000000000,,,,,,B2,PD,PD,,,,,,,,,,,
997,-77084.8214000000,-84170.3154000000,224.140000000000,-0.00812110550000000,,-41.7436918000000,B20_GERU,GE,RU,,,,,,,,,,,
998,19500.0000000000,,,,,,B20_GERU,GE,RU,,,,,,,,,,,
999,-129093.260000000,99117.9432000000,256.600000000000,-0.00497360000000000,,-42.6080000000000,B20_GERU,SI,RU,,,,,,,,,,,
1000,-81233.2000000000,595716.180000000,269.643180000000,-0.00837960000000000,,-42.6528000000000,B27_COB,CO,B,,,,,,,,,,,
1001,-52709.6800000000,325306.000000000,186.041960000000,-0.000407940000000000,,-32.2795590000000,B27_SIU,SI,U,,,,,,,,,,,
1002,-351445.000000000,1517800.00000000,469.146000000000,-0.00367890000000000,,-73.8680000000000,B2M,B,HF,,,,,,-5200000000.00000,,,,,
1003,-119504.133000000,3496540.00000000,575.348703000000,-0.00159618000000000,-5.11200000000000e-8,-87.5182000000000,B2MG,B,MG,1.03819200000000e+28,,,,,,,,,,
1004,-63972.5000000000,310100.000000000,137.550380000000,-0.00515773800000000,3.94170000000000e-7,-22.2865740000000,B2U,B,U,,,,,,,,,,,
1005,-70000.0000000000,,-15.5000000000000,,,,B2_BCC,VA,AL,,,VA,,,,,,,,
1006,-70000.0000000000,,-15.5000000000000,,,,B2_BCC,AL,VA,,,VA,,,,,,,,
1007,0,,,,,,B2_BCC,IR,VA,,,VA,,,,,,,,
1008,0,,,,,,B2_BCC,VA,IR,,,VA,,,,,,,,
1009,73294.4000000000,,,,,,B2_BCC,CO,VA,,,VA,,,,,,,,
1010,73294.4000000000,,,,,,B2_BCC,VA,CO,,,VA,,,,,,,,
1011,75223.2000000000,,,,,,B2_BCC,HF,VA,,,VA,,,,,,,,
1012,75223.2000000000,,,,,,B2_BCC,VA,HF,,,VA,,,,,,,,
1013,-112000.000000000,,15.4800000000000,,,,B2_BCC,AL,IR,,,VA,,,,,,,,
1014,-112000.000000000,,15.4800000000000,,,,B2_BCC,IR,AL,,,VA,,,,,,,,
1015,6000.00000000000,,,,,,B2_BCC,AL,AL,,,VA,,,,,,,,
1016,6000.00000000000,,,,,,B2_BCC,AL,IR,,,VA,,,,,,,,
1017,6000.00000000000,,,,,,B2_BCC,AL,VA,,,VA,,,,,,,,
1018,6000.00000000000,,,,,,B2_BCC,AL,AL,,,VA,,,,,,,,
1019,6000.00000000000,,,,,,B2_BCC,IR,AL,,,VA,,,,,,,,
1020,6000.00000000000,,,,,,B2_BCC,VA,AL,,,VA,,,,,,,,
1021,-56000.0000000000,,7.74000000000000,,,,B2_BCC,AL,AL,,,VA,,,,,,,,
1022,-50898.5527000000,,5.49820000000000,,,,B2_BCC,CO,HF,,,VA,,,,,,,,
1023,-50898.5527000000,,5.49820000000000,,,,B2_BCC,HF,CO,,,VA,,,,,,,,
1024,-26980.5000000000,,,,,,B2_BCC,CO,CO,,,VA,,,,,,,,
1025,-26980.5000000000,,,,,,B2_BCC,CO,CO,,,VA,,,,,,,,
1026,29005.8000000000,,,,,,B2_BCC,CO,HF,,,VA,,,,,,,,
1027,29005.8000000000,,,,,,B2_BCC,HF,CO,,,VA,,,,,,,,
1028,-7033.51400000000,-211708.000000000,218.476588000000,0.000546070000000000,-8.36700000000000e-8,-27.4562000000000,B2_INYB,IN,IN,3.53332000000000e+22,,,,,,,,,,
1029,16034.8900000000,-3631462.00000000,-13.4782410000000,-0.0179613310000000,1.42171900000000e-6,2.76239660000000,B2_INYB,YB,YB,,,,,,,,,,,
1030,-37899.3120000000,-1921585.00000000,19.8991735000000,-0.00870763050000000,6.69024500000000e-7,-12.3469017000000,B2_INYB,IN,YB,1.76666000000000e+22,,,,,,,,,,
1031,-37899.3120000000,-1921585.00000000,19.8991735000000,-0.00870763050000000,6.69024500000000e-7,-12.3469017000000,B2_INYB,YB,IN,1.76666000000000e+22,,,,,,,,,,
1032,-3000.00000000000,,-76.0000000000000,,,,B2_INYB,IN,YB,,,,,,,,,,,
1033,-3000.00000000000,,-76.0000000000000,,,,B2_INYB,YB,IN,,,,,,,,,,,
1034,-30000.0000000000,,,,,,B2_INYB,IN,IN,,,,,,,,,,,
1035,-30000.0000000000,,,,,,B2_INYB,IN,IN,,,,,,,,,,,
1036,-223092.636000000,24475780.0000000,2610.13351100000,-0.0111732600000000,-3.57840000000000e-7,-372.465800000000,B4C,B12,B2,,,,,,,,,,,
1037,0,,,,,,B4C,B11C1,B2,,,,,,,,,,,
1038,-404789.723000000,25290110.0000000,2596.06176700000,-0.0108474700000000,-3.32280000000000e-7,-370.161100000000,B4C,B11C1,B2,,,,,,12000000000.0000,-264300000.000000,,,,
1039,-555220.564000000,27852710.0000000,2766.79176700000,-0.0113197700000000,-3.32280000000000e-7,-394.461100000000,B4C,B11C1,C1B2,,,,,,24000000000.0000,-528600000.000000,,,,
1040,-420439.197000000,27038380.0000000,2780.86351100000,-0.0116455600000000,-3.57840000000000e-7,-396.765800000000,B4C,B12,C1B2,,,,,,12000000000.0000,-264300000.000000,,,,
1041,-599020.831000000,28667040.0000000,2752.72002300000,-0.0109939800000000,-3.06720000000000e-7,-392.156400000000,B4C,B11C1,C2B,,,,,,36000000000.0000,-792900000.000000,,,,
1042,-545220.564000000,27852710.0000000,2766.79176700000,-0.0113197700000000,-3.32280000000000e-7,-394.461100000000,B4C,B12,C2B,,,,,,24000000000.0000,-528600000.000000,,,,
1043,0,,,,,,B4C,B12,B2,,,,,,,,,,,
1044,0,,,,,,B4C,B11C1,C2B,,,,,,,,,,,
1045,0,,,,,,B4C,B11C1,B2,,,,,,,,,,,
1046,0,,,,,,B4C,B12,B2,,,,,,,,,,,
1047,0,,,,,,B4C,B12,B2C1,,,,,,,,,,,
1048,0,,,,,,B4C,B11C1,B2C1,,,,,,,,,,,
1049,0,,,,,,B4C,B11C1,B2,,,,,,,,,,,
1050,0,,,,,,B4C,B11C1,B1C2,,,,,,,,,,,
1051,-622559.787000000,6925310.00000000,1056.86365400000,-0.0156307950000000,-1.03671000000000e-7,-174.541300000000,B4M3,B,HF,,,,,,,,,,,
1052,-172873.081000000,6993080.00000000,940.648191000000,-0.00319236000000000,-1.02240000000000e-7,-140.727600000000,B4MG,B,MG,1.03819200000000e+28,,,,,,,,,,
1053,-55835.0300000000,371855.000000000,129.114026000000,-0.00557820600000000,3.56050000000000e-7,-20.2135060000000,B4U,B,U,,,,,,,,,,,
1054,-253676.503000000,12237890.0000000,1499.12842300000,-0.00558663000000000,-1.78920000000000e-7,-220.541700000000,B7MG,B,MG,1.03819200000000e+28,,,,,,,,,,
1055,-3003721.39400000,90422112.0000000,8065.88041900000,0.214552492000000,-1.15648830000000e-5,-1309.06661890000,BA11BI10,BA,BI,1.66309000000000e+26,,,,,,,,,,
1056,-3611486.67000000,77717899.0000000,11956.6012690000,0.265273435000000,-1.56156890000000e-5,-2038.97460340000,BA17PB23,BA,PB,1.85253040000000e+27,,,,,,,,,,
1057,-416024.092000000,16440384.0000000,1372.64759200000,0.0390095440000000,-2.10270600000000e-6,-215.760839800000,BA2BI,BA,BI,1.66309000000000e+25,,,,,,,,,,
1058,-25475.5840450000,863120.160000000,247.180793270000,0.00204800106000000,-1.10392065000000e-7,-40.6060300895000,BA2MG17,BA,MG,9.29181840000000e+27,,,,,,,,,,
1059,-329186.430000000,13743629.0000000,1328.40555000000,0.0361266010000000,-2.00456200000000e-6,-207.528903500000,BA2PB_C37,BA,PB,8.05448000000000e+25,,,,,,,,,,
1060,-652982.962000000,11176801.0000000,2153.05450220000,0.0440996010000000,-2.66333900000000e-6,-377.667578200000,BA3PB5_HT,BA,PB,4.02724000000000e+26,,,,,,,,,,
1061,-652992.762000000,11176801.0000000,2153.06452700000,0.0440996010000000,-2.66333900000000e-6,-377.667578200000,BA3PB5_LT,BA,PB,4.02724000000000e+26,,,,,,,,,,
1062,-1083345.04800000,32880768.0000000,2874.96599800000,0.0780190880000000,-4.20541200000000e-6,-458.717679600000,BA4BI3_D73,BA,BI,4.98927000000000e+25,,,,,,,,,,
1063,-1182478.66200000,41100960.0000000,3508.85438700000,0.0975238600000000,-5.25676500000000e-6,-553.000099500000,BA5BI3_D88,BA,BI,4.98927000000000e+25,,,,,,,,,,
1064,-864249.526000000,33010695.0000000,3336.69516100000,0.0888750310000000,-4.96233300000000e-6,-528.304290600000,BA5PB3_D8L,BA,PB,2.41634400000000e+26,,,,,,,,,,
1065,-32320.9928030000,1701579.74400000,288.184955018000,0.00403748780400000,-2.17630071000000e-7,-46.7233393193000,BA6MG23_D8A,BA,MG,8.23286256000000e+27,,,,,,,,,,
1066,-438517.092000000,18709812.0000000,1541.35094700000,0.0147162320000000,-1.20471300000000e-6,-227.506549900000,BAB6,BA,B,,,,,,,,,,,
1067,-297884.206000000,8220192.00000000,952.500831000000,0.0195047720000000,-1.05135300000000e-6,-175.870419900000,BABI3,BA,BI,4.98927000000000e+25,,,,,,,,,,
1068,0,,,,,,BACU,BA1CU,,,,,,,,,,,,
1069,0,,,,,,BACU13,BA1CU13,,,,,,,,,,,,
1070,-38769.7038570000,2737323.93600000,337.172448942000,0.00649508907600000,-3.50100549000000e-7,-54.2800154267000,BAMG2_C14,BA,MG,6.92474064000000e+27,,,,,,,,,,
1071,-241562.358000000,129927.000000000,797.666709000000,0.0108559430000000,-7.56921000000000e-7,-151.174611000000,BAPB3,BA,PB,2.41634400000000e+26,,,,,,,,,,
1072,-209725.456000000,5523437.00000000,699.532259000000,0.0166218290000000,-9.53209000000000e-7,-113.246483600000,BAPB_B33,BA,PB,8.05448000000000e+25,,,,,,,,,,
1073,-3809.51200000000,-12011.0000000000,117.152013000000,-0.00179058500000000,-3.98587000000000e-7,-23.8463314000000,BCC_A2,AG,VA,,,,,,,,,,,
1074,-1195.36100000000,,183.871136000000,,,-31.7481920000000,BCC_A2,AL,VA,-1.23062200000000e+28,,,,,,,,,,
1075,-7800.33200000000,2287195.00000000,63.9311500000000,-0.0190671000000000,2.29111700000000e-6,-15.8832000000000,BCC_A2,AM,VA,,,,,,,,,,,
1076,0,,,,,,BCC_A2,AS,VA,,,,,,,,,,,
1077,-89336.4810000000,10637210.0000000,1020.59543000000,0.0875601500000000,-1.15187130000000e-5,-155.706744900000,BCC_A2,AU,VA,,,,,,,,,,,
1078,-64873.6140000000,8220192.00000000,608.188389000000,0.0195047720000000,-1.05135300000000e-6,-94.2824199000000,BCC_A2,BA,VA,,,,,,,,,,,
