,T_min,T_max,T**0,T**(-1.0),T,T**2.0,T**3.0,Tlog(T),phase,S1,S2,T**4.0,T**(-9.0),S3,S4,T**(-3.0),T**(-2.0),T**7.0,S5,T**(-5.0),T**(-7.0),Tlog(1.0e-5*P)
4109,2995.00000000000,4000.00000000000,-5168.53065500000,,14.4619044100000,,,-3.38100000000000,BA2MG17,BA,MG,,,,,,,,,,,
4110,298.150000000000,1000.00000000000,-238967.270000000,1411760.00000000,467.572120000000,-0.00366280000000000,-1.90000000000000e-10,-85.7780000000000,BA2PB_C37,BA,PB,,,,,,,,,,,
4111,,,0,,,,,,BA2PB_C37,BA,PB,,,,,,,,,,,
4112,600.610000000000,1200.00000000000,-214127.913000000,,154.243182000000,0.00154613000000000,,-32.4913959000000,BA2PB_C37,BA,PB,,8.05448000000000e+25,,,,,,,,,
4113,1200.00000000000,2100.00000000000,-199439.202000000,-2696755.00000000,53.1390720000000,-0.00288294300000000,9.81440000000000e-8,-18.9640637000000,BA2PB_C37,BA,PB,,8.05448000000000e+25,,,,,,,,,
4114,1000.00000000000,2995.00000000000,-333344.046000000,16440384.0000000,1216.37677800000,0.0390095440000000,-2.10270600000000e-6,-188.564839800000,BA2PB_C37,BA,PB,,,,,,,,,,,
4115,2995.00000000000,4000.00000000000,-187429.040000000,,273.560084000000,,,-64.4000000000000,BA2PB_C37,BA,PB,,,,,,,,,,,
4116,298.150000000000,600.610000000000,-517400.625000000,,508.501220000000,-0.0182947500000000,-1.21975000000000e-6,-122.621115500000,BA3PB5_HT,BA,PB,,,,,,,,,,,
4117,,,0,,,,,,BA3PB5_HT,BA,PB,,,,,,,,,,,
4118,1000.00000000000,2995.00000000000,-673771.042000000,24660576.0000000,1824.56516700000,0.0585143160000000,-3.15405900000000e-6,-282.847259700000,BA3PB5_HT,BA,PB,,,,,,,,,,,
4119,2995.00000000000,4000.00000000000,-454898.533000000,,410.340126000000,,,-96.6000000000000,BA3PB5_HT,BA,PB,,,,,,,,,,,
4120,600.610000000000,1200.00000000000,-531805.675000000,,771.215910000000,0.00773065000000000,,-162.456979500000,BA3PB5_HT,BA,PB,,4.02724000000000e+26,,,,,,,,,
4121,1200.00000000000,2100.00000000000,-458362.120000000,-13483775.0000000,265.695360000000,-0.0144147150000000,4.90720000000000e-7,-94.8203185000000,BA3PB5_HT,BA,PB,,4.02724000000000e+26,,,,,,,,,
4122,298.150000000000,600.610000000000,-517410.425000000,,508.501220000000,-0.0182947500000000,-1.21975000000000e-6,-122.621115500000,BA3PB5_LT,BA,PB,,,,,,,,,,,
4123,,,0,,,,,,BA3PB5_LT,BA,PB,,,,,,,,,,,
4124,1000.00000000000,2995.00000000000,-673780.842000000,24660576.0000000,1824.56516700000,0.0585143160000000,-3.15405900000000e-6,-282.847259700000,BA3PB5_LT,BA,PB,,,,,,,,,,,
4125,2995.00000000000,4000.00000000000,-454908.333000000,,410.340126000000,,,-96.6000000000000,BA3PB5_LT,BA,PB,,,,,,,,,,,
4126,600.610000000000,1200.00000000000,-531815.475000000,,771.215910000000,0.00773065000000000,,-162.456979500000,BA3PB5_LT,BA,PB,,4.02724000000000e+26,,,,,,,,,
4127,1200.00000000000,2100.00000000000,-458371.920000000,-13483775.0000000,265.695360000000,-0.0144147150000000,4.90720000000000e-7,-94.8203185000000,BA3PB5_LT,BA,PB,,4.02724000000000e+26,,,,,,,,,
4128,298.150000000000,544.550000000000,-824561.328000000,,385.256775000000,0.0370166640000000,-2.51447940000000e-5,-85.2289587000000,BA4BI3_D73,BA,BI,,,,,,,,,,,
4129,,,0,,,,,,BA4BI3_D73,BA,BI,,,,,,,,,,,
4130,1000.00000000000,2995.00000000000,-1060602.45600000,32880768.0000000,2432.75355600000,0.0780190880000000,-4.20541200000000e-6,-377.129679600000,BA4BI3_D73,BA,BI,,,,,,,,,,,
4131,2995.00000000000,4000.00000000000,-768772.444000000,,547.120168000000,,,-128.800000000000,BA4BI3_D73,BA,BI,,,,,,,,,,,
4132,544.550000000000,800.000000000000,-713227.893000000,-10634115.0000000,-1138.81552200000,-0.219073500000000,3.91584990000000e-5,149.034000000000,BA4BI3_D73,BA,BI,,4.98927000000000e+25,,,,,,,,,
4133,800.000000000000,1200.00000000000,-834364.827000000,15525.0000000000,548.865984000000,0.0223923000000000,-3.15141000000000e-6,-108.123000000000,BA4BI3_D73,BA,BI,,4.98927000000000e+25,,,,,,,,,
4134,1200.00000000000,3000.00000000000,-823850.592000000,,374.312442000000,,,-81.5880000000000,BA4BI3_D73,BA,BI,,4.98927000000000e+25,,,,,,,,,
4135,298.150000000000,1000.00000000000,-923794.130000000,3529400.00000000,1168.93030000000,-0.00915700000000000,-4.75000000000000e-10,-214.445000000000,BA5BI3_D88,BA,BI,,,,,,,,,,,
4136,,,0,,,,,,BA5BI3_D88,BA,BI,,,,,,,,,,,
4137,544.550000000000,800.000000000000,-747487.893000000,-10634115.0000000,-1138.81552200000,-0.219073500000000,3.91584990000000e-5,149.034000000000,BA5BI3_D88,BA,BI,,4.98927000000000e+25,,,,,,,,,
4138,800.000000000000,1200.00000000000,-868624.827000000,15525.0000000000,548.865984000000,0.0223923000000000,-3.15141000000000e-6,-108.123000000000,BA5BI3_D88,BA,BI,,4.98927000000000e+25,,,,,,,,,
4139,1200.00000000000,3000.00000000000,-858110.592000000,,374.312442000000,,,-81.5880000000000,BA5BI3_D88,BA,BI,,4.98927000000000e+25,,,,,,,,,
4140,1000.00000000000,2995.00000000000,-1159736.07000000,41100960.0000000,3040.94194500000,0.0975238600000000,-5.25676500000000e-6,-471.412099500000,BA5BI3_D88,BA,BI,,,,,,,,,,,
4141,2995.00000000000,4000.00000000000,-794948.555000000,,683.900210000000,,,-161.000000000000,BA5BI3_D88,BA,BI,,,,,,,,,,,
4142,298.150000000000,1000.00000000000,-640780.434000000,3529400.00000000,1168.93030000000,-0.00915700000000000,-4.75000000000000e-10,-214.445000000000,BA5PB3_D8L,BA,PB,,,,,,,,,,,
4143,,,0,,,,,,BA5PB3_D8L,BA,PB,,,,,,,,,,,
4144,600.610000000000,1200.00000000000,-583947.589000000,,462.729546000000,0.00463839000000000,,-97.4741877000000,BA5PB3_D8L,BA,PB,,2.41634400000000e+26,,,,,,,,,
4145,1200.00000000000,2100.00000000000,-539881.456000000,-8090265.00000000,159.417216000000,-0.00864882900000000,2.94432000000000e-7,-56.8921911000000,BA5PB3_D8L,BA,PB,,2.41634400000000e+26,,,,,,,,,
4146,1000.00000000000,2995.00000000000,-876722.374000000,41100960.0000000,3040.94194500000,0.0975238600000000,-5.25676500000000e-6,-471.412099500000,BA5PB3_D8L,BA,PB,,,,,,,,,,,
4147,2995.00000000000,4000.00000000000,-511934.859000000,,683.900210000000,,,-161.000000000000,BA5PB3_D8L,BA,PB,,,,,,,,,,,
4148,298.150000000000,1000.00000000000,-11347.7597820000,146117.160000000,48.3937144200000,-0.000379099800000000,-1.96650000000000e-11,-8.87802300000000,BA6MG23_D8A,BA,MG,,,,,,,,,,,
4149,,,0,,,,,,BA6MG23_D8A,BA,MG,,,,,,,,,,,
4150,923.000000000000,3000.00000000000,-18892.1547050000,,162.339958495000,,,-27.2068784000000,BA6MG23_D8A,BA,MG,,8.23286256000000e+27,,,,,,,,,
4151,1000.00000000000,2995.00000000000,-21115.7560980000,1701579.74400000,125.894996523000,0.00403748780400000,-2.17630071000000e-7,-19.5164609193000,BA6MG23_D8A,BA,MG,,,,,,,,,,,
4152,2995.00000000000,4000.00000000000,-6013.55297700000,,28.3134686940000,,,-6.66540000000000,BA6MG23_D8A,BA,MG,,,,,,,,,,,
4153,298.150000000000,6000.00000000000,-273746.634000000,,-175.647906000000,,,26.4040700000000,BAB6,BA,B,,,,,,,,,,,
4154,,,0,,,,,,BAB6,BA,B,,,,,,,,,,,
4155,1000.00000000000,2995.00000000000,-64873.6140000000,8220192.00000000,608.188389000000,0.0195047720000000,-1.05135300000000e-6,-94.2824199000000,BAB6,BA,B,,,,,,,,,,,
4156,2995.00000000000,4000.00000000000,8083.88900000000,,136.780042000000,,,-32.2000000000000,BAB6,BA,B,,,,,,,,,,,
4157,1100.00000000000,2348.00000000000,-99896.8440000000,10489620.0000000,1108.81046400000,-0.00478854000000000,-1.53360000000000e-7,-159.628200000000,BAB6,BA,B,,,,,,,,,,,
4158,2348.00000000000,3000.00000000000,-220005.492000000,67235298.0000000,1388.01746400000,-0.00956928000000000,8.08314000000000e-7,-189.574516200000,BAB6,BA,B,,,,,,,,,,,
4159,3000.00000000000,6000.00000000000,-129183.918000000,,1334.37758400000,,,-188.400000000000,BAB6,BA,B,,,,,,,,,,,
4160,298.150000000000,544.550000000000,-233721.328000000,,385.256775000000,0.0370166640000000,-2.51447940000000e-5,-85.2289587000000,BABI3,BA,BI,,,,,,,,,,,
4161,,,0,,,,,,BABI3,BA,BI,,,,,,,,,,,
4162,1000.00000000000,2995.00000000000,-275141.614000000,8220192.00000000,608.188389000000,0.0195047720000000,-1.05135300000000e-6,-94.2824199000000,BABI3,BA,BI,,,,,,,,,,,
4163,2995.00000000000,4000.00000000000,-202184.111000000,,136.780042000000,,,-32.2000000000000,BABI3,BA,BI,,,,,,,,,,,
4164,544.550000000000,800.000000000000,-122387.893000000,-10634115.0000000,-1138.81552200000,-0.219073500000000,3.91584990000000e-5,149.034000000000,BABI3,BA,BI,,4.98927000000000e+25,,,,,,,,,
4165,800.000000000000,1200.00000000000,-243524.827000000,15525.0000000000,548.865984000000,0.0223923000000000,-3.15141000000000e-6,-108.123000000000,BABI3,BA,BI,,4.98927000000000e+25,,,,,,,,,
4166,1200.00000000000,3000.00000000000,-233010.592000000,,374.312442000000,,,-81.5880000000000,BABI3,BA,BI,,4.98927000000000e+25,,,,,,,,,
4167,298.150000000000,823.000000000000,-30814.6860000000,758358.000000000,363.761300000000,-0.00448824000000000,1.29128000000000e-7,-67.0013920000000,BACU,BA1CU,,,,,,,,,,,,
4168,823.000000000000,824.000000000000,-29880.9510000000,,391.178100000000,,,-71.6250000000000,BACU,BA1CU,,,,,,,,,,,,
4169,,,0,,,,,,BACU,BA1CU,,,,,,,,,,,,
4170,298.150000000000,1155.00000000000,-132938.200000000,1388094.00000000,1930.09420000000,-0.0363703200000000,1.67980400000000e-6,-356.350100000000,BACU13,BA1CU13,,,,,,,,,,,,
4171,1155.00000000000,1156.00000000000,-166296.940000000,,2403.22440000000,,,-424.839100000000,BACU13,BA1CU13,,,,,,,,,,,,
4172,,,0,,,,,,BACU13,BA1CU13,,,,,,,,,,,,
4173,298.150000000000,1000.00000000000,-13631.1372580000,235058.040000000,77.8507579800000,-0.000609856200000000,-3.16350000000000e-11,-14.2820370000000,BAMG2_C14,BA,MG,,,,,,,,,,,
4174,,,0,,,,,,BAMG2_C14,BA,MG,,,,,,,,,,,
4175,923.000000000000,3000.00000000000,-17166.7903950000,,136.545715405000,,,-22.8839696000000,BAMG2_C14,BA,MG,,6.92474064000000e+27,,,,,,,,,
4176,1000.00000000000,2995.00000000000,-29344.8704620000,2737323.93600000,202.526733537000,0.00649508907600000,-3.50100549000000e-7,-31.3960458267000,BAMG2_C14,BA,MG,,,,,,,,,,,
4177,2995.00000000000,4000.00000000000,-5050.02196300000,,45.5477539860000,,,-10.7226000000000,BAMG2_C14,BA,MG,,,,,,,,,,,
4178,298.150000000000,600.610000000000,-212111.847000000,,305.100732000000,-0.0109768500000000,-7.31850000000000e-7,-73.5726693000000,BAPB3,BA,PB,,,,,,,,,,,
4179,,,0,,,,,,BAPB3,BA,PB,,,,,,,,,,,
4180,1000.00000000000,2995.00000000000,-254035.206000000,8220192.00000000,608.188389000000,0.0195047720000000,-1.05135300000000e-6,-94.2824199000000,BAPB3,BA,PB,,,,,,,,,,,
4181,2995.00000000000,4000.00000000000,-181077.703000000,,136.780042000000,,,-32.2000000000000,BAPB3,BA,PB,,,,,,,,,,,
4182,600.610000000000,1200.00000000000,-220754.877000000,,462.729546000000,0.00463839000000000,,-97.4741877000000,BAPB3,BA,PB,,2.41634400000000e+26,,,,,,,,,
4183,1200.00000000000,2100.00000000000,-176688.744000000,-8090265.00000000,159.417216000000,-0.00864882900000000,2.94432000000000e-7,-56.8921911000000,BAPB3,BA,PB,,2.41634400000000e+26,,,,,,,,,
4184,298.150000000000,600.610000000000,-156659.543000000,,101.700244000000,-0.00365895000000000,-2.43950000000000e-7,-24.5242231000000,BAPB_B33,BA,PB,,,,,,,,,,,
4185,,,0,,,,,,BAPB_B33,BA,PB,,,,,,,,,,,
4186,1000.00000000000,2995.00000000000,-213883.072000000,8220192.00000000,608.188389000000,0.0195047720000000,-1.05135300000000e-6,-94.2824199000000,BAPB_B33,BA,PB,,,,,,,,,,,
4187,2995.00000000000,4000.00000000000,-140925.569000000,,136.780042000000,,,-32.2000000000000,BAPB_B33,BA,PB,,,,,,,,,,,
4188,600.610000000000,1200.00000000000,-159540.553000000,,154.243182000000,0.00154613000000000,,-32.4913959000000,BAPB_B33,BA,PB,,8.05448000000000e+25,,,,,,,,,
4189,1200.00000000000,2100.00000000000,-144851.842000000,-2696755.00000000,53.1390720000000,-0.00288294300000000,9.81440000000000e-8,-18.9640637000000,BAPB_B33,BA,PB,,8.05448000000000e+25,,,,,,,,,
4190,298.150000000000,1234.93000000000,-3809.51200000000,-12011.0000000000,118.202013000000,-0.00179058500000000,-3.98587000000000e-7,-23.8463314000000,BCC_A2,AG,VA,,,,,,,,,,,
4191,,,0,,,,,,BCC_A2,AG,VA,,,,,,,,,,,
4192,298.150000000000,3000.00000000000,0,,,,,,BCC_A2,AG,VA,,,,,,,,,,,
4193,298.150000000000,700.000000000000,2106.85000000000,74092.0000000000,137.093038000000,-0.00188466200000000,-8.77664000000000e-7,-24.3671976000000,BCC_A2,AL,VA,,,,,,,,,,,
4194,,,0,,,,,,BCC_A2,AL,VA,,,,,,,,,,,
4195,298.150000000000,2900.00000000000,0,,,,,,BCC_A2,AL,VA,,,,,,,,,,,
4196,700.000000000000,933.473000000000,-1193.24000000000,74092.0000000000,223.048446000000,0.0185319820000000,-5.76422700000000e-6,-38.5844296000000,BCC_A2,AL,VA,,,,,,,,,,,
4197,298.150000000000,999.000000000000,-665.396000000000,-30424.0000000000,85.1143540000000,-0.00559950000000000,-5.41033000000000e-7,-21.1868000000000,BCC_A2,AM,VA,,,,,,,,,,,
4198,,,0,,,,,,BCC_A2,AM,VA,,,,,,,,,,,
4199,999.000000000000,1339.00000000000,-7800.33200000000,2287195.00000000,63.9311500000000,-0.0190671000000000,2.29111700000000e-6,-15.8832000000000,BCC_A2,AM,VA,,,,,,,,,,,
4200,1339.00000000000,1449.00000000000,-13153.8870000000,,219.600832000000,,,-39.7480000000000,BCC_A2,AM,VA,,,,,,,,,,,
4201,1449.00000000000,2183.60000000000,70352.1380000000,-17379450.0000000,-326.394464000000,-0.0273648500000000,1.80171700000000e-6,33.4130000000000,BCC_A2,AM,VA,,,,,,,,,,,
4202,2183.60000000000,3000.00000000000,-16925.2440000000,,237.367028000000,,,-41.8400000000000,BCC_A2,AM,VA,,,,,,,,,,,
4203,298.150000000000,1090.00000000000,17603.5530000000,11600.0000000000,122.211069000000,-0.00271613000000000,,-23.3144000000000,BCC_A2,AS,VA,,,,,,,,,,,
4204,,,0,,,,,,BCC_A2,AS,VA,,,,,,,,,,,
4205,298.150000000000,1200.00000000000,0,,,,,,BCC_A2,AS,VA,,,,,,,,,,,
4206,298.150000000000,929.400000000000,-2688.85600000000,-25097.0000000000,106.830098000000,-0.00385924000000000,3.79625000000000e-7,-22.7545500000000,BCC_A2,AU,VA,,,,,,,,,,,
4207,,,0,,,,,,BCC_A2,AU,VA,,,,,,,,,,,
4208,298.150000000000,3200.00000000000,0,,,,,,BCC_A2,AU,VA,,,,,,,,,,,
4209,929.400000000000,1337.33000000000,-89336.4810000000,10637210.0000000,1021.69543000000,0.0875601500000000,-1.15187130000000e-5,-155.706744900000,BCC_A2,AU,VA,,,,,,,,,,,
4210,1337.33000000000,1735.80000000000,318317.829000000,-67999832.0000000,-2016.37825400000,-0.118216828000000,8.92384400000000e-6,263.252259200000,BCC_A2,AU,VA,,,,,,,,,,,
4211,298.150000000000,1000.00000000000,-17685.2260000000,705880.000000000,233.786060000000,-0.00183140000000000,-9.50000000000000e-11,-42.8890000000000,BCC_A2,BA,VA,,,,,,,,,,,
4212,,,0,,,,,,BCC_A2,BA,VA,,,,,,,,,,,
4213,1000.00000000000,2995.00000000000,-64873.6140000000,8220192.00000000,608.188389000000,0.0195047720000000,-1.05135300000000e-6,-94.2824199000000,BCC_A2,BA,VA,,,,,,,,,,,
4214,2995.00000000000,4000.00000000000,8083.88900000000,,136.780042000000,,,-32.2000000000000,BCC_A2,BA,VA,,,,,,,,,,,
4215,298.150000000000,1527.00000000000,-1076.05700000000,242309.000000000,109.411712000000,-0.00867248700000000,9.61427000000000e-7,-17.1727841000000,BCC_A2,BE,VA,,,,,,,,,,,
4216,,,0,,,,,,BCC_A2,BE,VA,,,,,,,,,,,
4217,1527.00000000000,1560.00000000000,-6970.37800000000,,196.411689000000,,,-30.0000000000000,BCC_A2,BE,VA,,,,,,,,,,,
4218,1560.00000000000,3000.00000000000,-2609.97300000000,-1250847.00000000,178.131722000000,-0.000103629000000000,-5.93310000000000e-8,-27.7823769000000,BCC_A2,BE,VA,,,,,,,,,,,
4219,298.150000000000,544.550000000000,3479.22400000000,,128.418925000000,0.0123388880000000,-8.38159800000000e-6,-28.4096529000000,BCC_A2,BI,VA,,,,,,,,,,,
4220,,,0,,,,,,BCC_A2,BI,VA,,,,,,,,,,,
4221,298.150000000000,3000.00000000000,0,,,,,,BCC_A2,BI,VA,,,,,,,,,,,
4222,544.550000000000,800.000000000000,40590.3690000000,-3544705.00000000,-379.605174000000,-0.0730245000000000,1.30528330000000e-5,49.6780000000000,BCC_A2,BI,VA,,1.66309000000000e+25,,,,,,,,,
4223,800.000000000000,1200.00000000000,211.391000000000,5175.00000000000,182.955328000000,0.00746410000000000,-1.05047000000000e-6,-36.0410000000000,BCC_A2,BI,VA,,1.66309000000000e+25,,,,,,,,,
4224,298.150000000000,716.000000000000,-7020.85200000000,60578.0000000000,142.970155000000,0.00723260000000000,-4.50021700000000e-6,-28.2541000000000,BCC_A2,CA,VA,,,,,,,,,,,
4225,,,0,,,,,,BCC_A2,CA,VA,,,,,,,,,,,
4226,716.000000000000,1115.00000000000,1640.47500000000,-523000.000000000,1.99969400000000,-0.0161921000000000,,-6.27600000000000,BCC_A2,CA,VA,,,,,,,,,,,
4227,1115.00000000000,3000.00000000000,-142331.096000000,25353771.0000000,1023.54904600000,0.0325431270000000,-1.70407900000000e-6,-143.872697900000,BCC_A2,CA,VA,,,,,,,,,,,
4228,3000.00000000000,3001.00000000000,321.630000000000,,189.433057000000,,,-35.0000000000000,BCC_A2,CA,VA,,,,,,,,,,,
4229,298.150000000000,594.220000000000,-6083.46900000000,-6966.00000000000,99.5061980000000,-0.00627390800000000,,-22.0442408000000,BCC_A2,CD,VA,,,,,,,,,,,
4230,,,0,,,,,,BCC_A2,CD,VA,,,,,,,,,,,
4231,298.150000000000,1600.00000000000,0,,,,,,BCC_A2,CD,VA,,,,,,,,,,,
4232,594.220000000000,1500.00000000000,-19064.9710000000,1241290.00000000,256.812233000000,0.00883201100000000,-8.99604000000000e-7,-45.1611543000000,BCC_A2,CD,VA,,,,,,,,,,,
4233,298.150000000000,1000.00000000000,-1354.69000000000,-196303.000000000,-5.21501000000000,-0.0290984020000000,4.78429900000000e-6,-7.73058670000000,BCC_A2,CE,VA,,,,,,,,,,,
4234,,,0,,,,,,BCC_A2,CE,VA,,,,,,,,,,,
4235,1000.00000000000,1072.00000000000,-12101.1060000000,,187.449688000000,,,-37.6142000000000,BCC_A2,CE,VA,,,,,,,,,,,
4236,1072.00000000000,4000.00000000000,-11950.3750000000,-25897.0000000000,186.333811000000,-5.71450000000000e-5,2.34800000000000e-9,-37.4627992000000,BCC_A2,CE,VA,,,,,,,,,,,
4237,298.150000000000,1768.00000000000,3248.24100000000,72527.0000000000,133.366010000000,-0.00265473900000000,-1.73480000000000e-7,-25.0861000000000,BCC_A2,CO,VA,,,,,,,,,,,
4238,,,0,,,,,,BCC_A2,CO,VA,,,,,,,,,,,
4239,298.150000000000,6000.00000000000,0,,,,,,BCC_A2,CO,VA,,,,,,,,,,,
4240,298.150000000000,6000.00000000000,1450.00000000000,,,,,,BCC_A2,CO,VA,,,,,,,,,,,
4241,,,0,,,,,,BCC_A2,CO,VA,,,,,,,,,,,
4242,298.150000000000,6000.00000000000,1.35000000000000,,,,,,BCC_A2,CO,VA,,,,,,,,,,,
4243,,,0,,,,,,BCC_A2,CO,VA,,,,,,,,,,,
4244,298.150000000000,2180.00000000000,-8856.94000000000,139250.000000000,157.480000000000,0.00189435000000000,-1.47721000000000e-6,-26.9080000000000,BCC_A2,CR,VA,,,,,,,,,,,
4245,,,0,,,,,,BCC_A2,CR,VA,,,,,,,,,,,
4246,2180.00000000000,6000.00000000000,-34869.3440000000,,344.180000000000,,,-50.0000000000000,BCC_A2,CR,VA,,-2.88526000000000e+32,,,,,,,,,
4247,298.150000000000,6000.00000000000,-311.500000000000,,,,,,BCC_A2,CR,VA,,,,,,,,,,,
4248,,,0,,,,,,BCC_A2,CR,VA,,,,,,,,,,,
4249,298.150000000000,6000.00000000000,-0.00800000000000000,,,,,,BCC_A2,CR,VA,,,,,,,,,,,
4250,,,0,,,,,,BCC_A2,CR,VA,,,,,,,,,,,
4251,200.000000000000,301.590000000000,-17373.8200000000,245245.000000000,436.899787000000,0.202942200000000,-0.000127907669000000,-90.5212584000000,BCC_A2,CS,VA,,,,,,,,,,,
4252,,,0,,,,,,BCC_A2,CS,VA,,,,,,,,,,,
4253,301.590000000000,2000.00000000000,-13553.8170000000,181528.000000000,218.689955000000,0.0204326900000000,-4.07484600000000e-6,-46.7273304000000,BCC_A2,CS,VA,,7.80160000000000e+21,,,,,,,,,
4254,298.150000000000,1357.77000000000,-3753.45800000000,52478.0000000000,130.485235000000,-0.00265684000000000,1.29223000000000e-7,-24.1123920000000,BCC_A2,CU,VA,,,,,,,,,,,
4255,,,0,,,,,,BCC_A2,CU,VA,,,,,,,,,,,
4256,298.150000000000,3200.00000000000,0,,,,,,BCC_A2,CU,VA,,,,,,,,,,,
4257,100.000000000000,1000.00000000000,-6428.98566000000,4010.90565000000,101.740795819000,-0.000761683657000000,-5.86914125000000e-7,-26.3917167000000,BCC_A2,DY,VA,,,,,,,,,,,
4258,,,0,,,,,,BCC_A2,DY,VA,,,,,,,,,,,
4259,1000.00000000000,1654.15000000000,327500.062000000,-48652656.5000000,-2868.04585000000,-0.224042148000000,2.04076075000000e-5,391.515418000000,BCC_A2,DY,VA,,,,,,,,,,,
4260,1654.15000000000,1685.15000000000,-33708.7949000000,,291.409631000000,,,-50.2080000000000,BCC_A2,DY,VA,,,,,,,,,,,
4261,1685.15000000000,3000.00000000000,-40775.4966000000,1776589.32000000,330.318068000000,0.00152546730000000,-7.74371160000000e-8,-55.2811171000000,BCC_A2,DY,VA,,,,,,,,,,,
4262,298.150000000000,1802.00000000000,-3889.13600000000,9581.00000000000,116.698964000000,0.000995792000000000,-9.52557000000000e-7,-28.3846744000000,BCC_A2,ER,VA,,,,,,,,,,,
4263,,,0,,,,,,BCC_A2,ER,VA,,,,,,,,,,,
4264,298.150000000000,3200.00000000000,0,,,,,,BCC_A2,ER,VA,,,,,,,,,,,
4265,298.150000000000,1095.00000000000,-9864.96500000000,102717.000000000,135.836737000000,0.00931735000000000,-4.00656400000000e-6,-32.8418896000000,BCC_A2,EU,VA,,,,,,,,,,,
4266,,,0,,,,,,BCC_A2,EU,VA,,,,,,,,,,,
4267,1095.00000000000,1900.00000000000,-287423.476000000,48455305.0000000,2174.73303600000,0.114530917000000,-8.80986600000000e-6,-309.357100900000,BCC_A2,EU,VA,,,,,,,,,,,
4268,1900.00000000000,1901.00000000000,-13663.1250000000,,182.113799000000,,,-38.1162400000000,BCC_A2,EU,VA,,,,,,,,,,,
4269,298.150000000000,1811.00000000000,1225.70000000000,77359.0000000000,124.134000000000,-0.00439752000000000,-5.89270000000000e-8,-23.5143000000000,BCC_A2,FE,VA,,,,,,,,,,,
4270,,,0,,,,,,BCC_A2,FE,VA,,,,,,,,,,,
4271,1811.00000000000,6000.00000000000,-25383.5810000000,,299.312550000000,,,-46.0000000000000,BCC_A2,FE,VA,,2.29603000000000e+31,,,,,,,,,
4272,298.150000000000,6000.00000000000,1043.00000000000,,,,,,BCC_A2,FE,VA,,,,,,,,,,,
4273,,,0,,,,,,BCC_A2,FE,VA,,,,,,,,,,,
4274,298.150000000000,6000.00000000000,2.22000000000000,,,,,,BCC_A2,FE,VA,,,,,,,,,,,
4275,,,0,,,,,,BCC_A2,FE,VA,,,,,,,,,,,
4276,200.000000000000,302.910000000000,-16812.3310000000,439954.000000000,585.263691000000,0.227155636000000,-0.000118575257000000,-108.228783200000,BCC_A2,GA,VA,,,,,,,,,,,
4277,,,0,,,,,,BCC_A2,GA,VA,,,,,,,,,,,
4278,200.000000000000,4000.00000000000,0,,,,,,BCC_A2,GA,VA,,,,,,,,,,,
4279,100.000000000000,1000.00000000000,-3600.78000000000,-8665.70000000000,95.0191641500000,-0.00285240521000000,-3.14674076000000e-7,-24.7214130000000,BCC_A2,GD,VA,,,,,,,,,,,
4280,,,0,,,,,,BCC_A2,GD,VA,,,,,,,,,,,
4281,1000.00000000000,1508.15000000000,152792.740000000,-22038836.0000000,-1349.58872900000,-0.119550229000000,1.17915728000000e-5,180.097094000000,BCC_A2,GD,VA,,,,,,,,,,,
4282,1508.15000000000,1586.15000000000,-15783.7600000000,,202.222176800000,,,-38.9604250000000,BCC_A2,GD,VA,,,,,,,,,,,
4283,1586.15000000000,3600.00000000000,-19850.5600000000,995428.600000000,224.818029100000,0.000858222759000000,-3.77570269000000e-8,-41.9043330000000,BCC_A2,GD,VA,,,,,,,,,,,
4284,298.150000000000,900.000000000000,24613.8470000000,163298.000000000,165.635573000000,0.00556829700000000,-1.51369400000000e-6,-29.5337682000000,BCC_A2,GE,VA,,,,,,,,,,,
4285,,,0,,,,,,BCC_A2,GE,VA,,,,,,,,,,,
4286,298.150000000000,3200.00000000000,0,,,,,,BCC_A2,GE,VA,,,,,,,,,,,
4287,900.000000000000,1211.40000000000,28410.7610000000,,102.860870000000,-0.00367252700000000,,-19.8536239000000,BCC_A2,GE,VA,,,,,,,,,,,
4288,298.150000000000,2506.00000000000,5370.70300000000,-22590.0000000000,103.836026000000,-0.00420660500000000,8.71923000000000e-7,-22.8995000000000,BCC_A2,HF,VA,-1.44600000000000e-10,,,,,,,,,,
4289,,,0,,,,,,BCC_A2,HF,VA,,,,,,,,,,,
4290,2506.00000000000,3000.00000000000,1912456.77100000,-610085091.000000,-8624.20573000000,-0.286857065000000,1.34278290000000e-5,1087.61412470000,BCC_A2,HF,VA,,,,,,,,,,,
4291,3000.00000000000,3001.00000000000,-32498.1780000000,,276.723247000000,,,-44.0000000000000,BCC_A2,HF,VA,,,,,,,,,,,
4292,298.150000000000,600.000000000000,-3232.42900000000,,86.5931710000000,-0.00827315000000000,2.37546700000000e-6,-23.4879000000000,BCC_A2,HO,VA,,,,,,,,,,,
4293,,,0,,,,,,BCC_A2,HO,VA,,,,,,,,,,,
4294,298.150000000000,3001.00000000000,0,,,,,,BCC_A2,HO,VA,,,,,,,,,,,
4295,600.000000000000,900.000000000000,-6537.68800000000,,182.475691000000,0.0182006500000000,-4.82973300000000e-6,-39.6932000000000,BCC_A2,HO,VA,,,,,,,,,,,
